n,positive_rate,threshold,accuracy,macro_f1,precision,recall,f1_positive,roc_auc,pr_auc,brier,tn,fp,fn,tp,task,horizon_s,variant,feature_set,test_session,model,calibration_source,calibration_method,fit_rows,calibration_rows,test_rows,fit_s,infer_ms_row,n_used_features,removed_all_missing_features
1159,0.023295944779982744,0.54,0.9775668679896462,0.6847644154322537,0.5333333333333333,0.2962962962962963,0.38095238095238093,0.9392095275487502,0.2957937050358961,0.02166402588139635,1125,7,19,8,pre_onset_currently_healthy,5,all_sessions,full_graph_no_soc,S3_MEDIUM_SOC_WHOLETESTING,RandomForest,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3259,2786,1159,0.3088648339980864,0.025632082829137377,37,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
1159,0.023295944779982744,0.14,0.9439171699741156,0.5938923479151506,0.16071428571428573,0.3333333333333333,0.21686746987951808,0.8918008114121188,0.20610373912307428,0.02517871866862545,1085,47,18,9,pre_onset_currently_healthy,5,all_sessions,full_graph_no_soc,S3_MEDIUM_SOC_WHOLETESTING,HistGradientBoosting,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3259,2786,1159,0.34658062500238884,0.006026603968087198,37,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2786,0.04558506819813352,0.18000000000000002,0.9425699928212491,0.6431327716453232,0.34579439252336447,0.29133858267716534,0.3162393162393162,0.9205965181392567,0.2961855306280573,0.03784854681275659,2589,70,90,37,pre_onset_currently_healthy,5,all_sessions,full_graph_no_soc,S4_SAFETY_RICH_NAVEEN12,LogisticRegression,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3259,1159,2786,0.016910708000068553,0.00085777099769043,37,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2786,0.04558506819813352,0.24000000000000005,0.970208183776023,0.8319573102181798,0.6666666666666666,0.6929133858267716,0.6795366795366795,0.9769524390496693,0.7265252882496936,0.027890747194246977,2615,44,39,88,pre_onset_currently_healthy,5,all_sessions,full_graph_no_soc,S4_SAFETY_RICH_NAVEEN12,ExtraTrees,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3259,1159,2786,0.19231662500533275,0.01362965147169601,37,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2786,0.04558506819813352,0.26,0.9788226848528356,0.8710374419321709,0.8035714285714286,0.7086614173228346,0.7531380753138075,0.982318259484206,0.803283900768227,0.02483893239483028,2637,22,37,90,pre_onset_currently_healthy,5,all_sessions,full_graph_no_soc,S4_SAFETY_RICH_NAVEEN12,RandomForest,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3259,1159,2786,0.31151916600356344,0.010637906675319083,37,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2786,0.04558506819813352,0.18000000000000002,0.9669777458722182,0.7948013436960608,0.6635514018691588,0.5590551181102362,0.6068376068376068,0.9485064836996917,0.6683336411841715,0.030176715314342493,2623,36,56,71,pre_onset_currently_healthy,5,all_sessions,full_graph_no_soc,S4_SAFETY_RICH_NAVEEN12,HistGradientBoosting,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3259,1159,2786,0.3327693339961115,0.0033625567132842442,37,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
724,0.0,0.1,1.0,0.5,0.0,0.0,0.0,,,0.00011304911753720781,724,0,0,0,pre_onset_currently_healthy,5,all_sessions,full_graph_no_soc,S5_REAL_TMS_JULY10,LogisticRegression,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3694,2786,724,0.02039104199502617,0.0026818024858353833,40,command_mismatch_share_10s|command_mismatch_share_30s
724,0.0,0.26,1.0,0.5,0.0,0.0,0.0,,,1.263430572463829e-09,724,0,0,0,pre_onset_currently_healthy,5,all_sessions,full_graph_no_soc,S5_REAL_TMS_JULY10,ExtraTrees,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3694,2786,724,0.19103862500196556,0.040793738954054776,40,command_mismatch_share_10s|command_mismatch_share_30s
724,0.0,0.22000000000000003,1.0,0.5,0.0,0.0,0.0,,,3.5146252118948066e-08,724,0,0,0,pre_onset_currently_healthy,5,all_sessions,full_graph_no_soc,S5_REAL_TMS_JULY10,RandomForest,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3694,2786,724,0.327463292000175,0.041153718233323984,40,command_mismatch_share_10s|command_mismatch_share_30s
724,0.0,0.26,1.0,0.5,0.0,0.0,0.0,,,6.944921122969551e-06,724,0,0,0,pre_onset_currently_healthy,5,all_sessions,full_graph_no_soc,S5_REAL_TMS_JULY10,HistGradientBoosting,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3694,2786,724,0.39802162499836413,0.009807320440703236,40,command_mismatch_share_10s|command_mismatch_share_30s
2148,0.04888268156424581,0.24000000000000005,0.9562383612662942,0.7667935616210522,0.5514018691588785,0.5619047619047619,0.5566037735849056,0.9776705591683565,0.5822909761603814,0.034060297400621616,1995,48,46,59,pre_onset_currently_healthy,5,annotated_sessions,full_graph,S1_LOW_SOC_STRESS,LogisticRegression,blocked_tail_20pct,platt_sigmoid,3116,781,2148,0.0193116660011583,0.0010763114525338643,43,command_mismatch_share_10s|command_mismatch_share_30s
2148,0.04888268156424581,0.5800000000000001,0.9511173184357542,0.4874731567644954,0.0,0.0,0.0,0.9820851688693097,0.6163557727962703,0.03360219086505583,2043,0,105,0,pre_onset_currently_healthy,5,annotated_sessions,full_graph,S1_LOW_SOC_STRESS,ExtraTrees,blocked_tail_20pct,platt_sigmoid,3116,781,2148,0.191252374999749,0.013867240689808262,43,command_mismatch_share_10s|command_mismatch_share_30s
2148,0.04888268156424581,0.32000000000000006,0.9650837988826816,0.8211142880937179,0.6293103448275862,0.6952380952380952,0.6606334841628959,0.984355406381838,0.6388671346037029,0.024138354785660097,2000,43,32,73,pre_onset_currently_healthy,5,annotated_sessions,full_graph,S1_LOW_SOC_STRESS,RandomForest,blocked_tail_20pct,platt_sigmoid,3116,781,2148,0.3164928339974722,0.013993288173631407,43,command_mismatch_share_10s|command_mismatch_share_30s
2148,0.04888268156424581,0.16000000000000003,0.9674115456238361,0.8490816019271303,0.624113475177305,0.8380952380952381,0.7154471544715447,0.984229541057735,0.6538820087317507,0.025299001021593676,1990,53,17,88,pre_onset_currently_healthy,5,annotated_sessions,full_graph,S1_LOW_SOC_STRESS,HistGradientBoosting,blocked_tail_20pct,platt_sigmoid,3116,781,2148,0.41070133399625774,0.0035681056792113332,43,command_mismatch_share_10s|command_mismatch_share_30s
387,0.0,0.26,1.0,0.5,0.0,0.0,0.0,,,5.8341922128873926e-05,387,0,0,0,pre_onset_currently_healthy,5,annotated_sessions,full_graph,S2_HIGH_SOC_CONTROL,LogisticRegression,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,2872,2786,387,0.015498332999413833,0.004588824298860895,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
387,0.0,0.42000000000000004,1.0,0.5,0.0,0.0,0.0,,,5.7617417571032625e-11,387,0,0,0,pre_onset_currently_healthy,5,annotated_sessions,full_graph,S2_HIGH_SOC_CONTROL,ExtraTrees,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,2872,2786,387,0.19272108399309218,0.07628133075729311,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
387,0.0,0.4800000000000001,1.0,0.5,0.0,0.0,0.0,,,1.3485930409190504e-08,387,0,0,0,pre_onset_currently_healthy,5,annotated_sessions,full_graph,S2_HIGH_SOC_CONTROL,RandomForest,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,2872,2786,387,0.29929333300242433,0.07227605427747703,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
387,0.0,0.4000000000000001,1.0,0.5,0.0,0.0,0.0,,,2.082241519119256e-05,387,0,0,0,pre_onset_currently_healthy,5,annotated_sessions,full_graph,S2_HIGH_SOC_CONTROL,HistGradientBoosting,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,2872,2786,387,0.3360887500020908,0.014448211888135326,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2786,0.04558506819813352,0.4800000000000001,0.8653984206748025,0.6002387662214672,0.18205128205128204,0.5590551181102362,0.2746615087040619,0.8727675729138595,0.22376186401098974,0.10491674430810945,2340,319,56,71,pre_onset_currently_healthy,5,annotated_sessions,full_graph,S4_SAFETY_RICH_NAVEEN12,LogisticRegression,blocked_tail_20pct,platt_sigmoid,2606,653,2786,0.01434379199781688,0.000873653984857437,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2786,0.04558506819813352,0.44000000000000006,0.9633883704235463,0.6795939168711214,0.8378378378378378,0.2440944881889764,0.3780487804878049,0.9759929877136926,0.6809055081473326,0.025675712567908564,2653,6,96,31,pre_onset_currently_healthy,5,annotated_sessions,full_graph,S4_SAFETY_RICH_NAVEEN12,ExtraTrees,blocked_tail_20pct,platt_sigmoid,2606,653,2786,0.19048812500113854,0.010782543788802772,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2786,0.04558506819813352,0.32000000000000006,0.9745154343144293,0.8541076163397463,0.71875,0.7244094488188977,0.7215686274509804,0.9816667801819997,0.7858154306282097,0.018808463957338574,2623,36,35,92,pre_onset_currently_healthy,5,annotated_sessions,full_graph,S4_SAFETY_RICH_NAVEEN12,RandomForest,blocked_tail_20pct,platt_sigmoid,2606,653,2786,0.29684904200257733,0.010823118808895398,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2786,0.04558506819813352,0.1,0.9662598707824839,0.8157656288692285,0.6170212765957447,0.6850393700787402,0.6492537313432836,0.9542631917155523,0.6736056578035436,0.026673968234526262,2605,54,40,87,pre_onset_currently_healthy,5,annotated_sessions,full_graph,S4_SAFETY_RICH_NAVEEN12,HistGradientBoosting,blocked_tail_20pct,platt_sigmoid,2606,653,2786,0.31605354200291913,0.0035756012206997092,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
724,0.0,0.24000000000000005,1.0,0.5,0.0,0.0,0.0,,,5.573465699470759e-05,724,0,0,0,pre_onset_currently_healthy,5,annotated_sessions,full_graph,S5_REAL_TMS_JULY10,LogisticRegression,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,2535,2786,724,0.013813541998388246,0.0025801685130936274,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
724,0.0,0.4000000000000001,1.0,0.5,0.0,0.0,0.0,,,8.17600859174133e-11,724,0,0,0,pre_onset_currently_healthy,5,annotated_sessions,full_graph,S5_REAL_TMS_JULY10,ExtraTrees,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,2535,2786,724,0.1872922499969718,0.03959795166091937,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
724,0.0,0.54,1.0,0.5,0.0,0.0,0.0,,,2.9432633914193324e-08,724,0,0,0,pre_onset_currently_healthy,5,annotated_sessions,full_graph,S5_REAL_TMS_JULY10,RandomForest,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,2535,2786,724,0.2918202500004554,0.041501381215739104,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
724,0.0,0.30000000000000004,1.0,0.5,0.0,0.0,0.0,,,8.415918779574103e-06,724,0,0,0,pre_onset_currently_healthy,5,annotated_sessions,full_graph,S5_REAL_TMS_JULY10,HistGradientBoosting,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,2535,2786,724,0.335989499995776,0.00810312983013615,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
387,0.0,0.5000000000000001,1.0,0.5,0.0,0.0,0.0,,,2.6175955749763948e-05,387,0,0,0,pre_onset_currently_healthy,5,recorded_route_only,full_graph,S2_HIGH_SOC_CONTROL,LogisticRegression,blocked_tail_20pct,platt_sigmoid,2239,561,387,0.015105124999536201,0.004723299750745373,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
387,0.0,0.5200000000000001,1.0,0.5,0.0,0.0,0.0,,,3.7333732992823845e-09,387,0,0,0,pre_onset_currently_healthy,5,recorded_route_only,full_graph,S2_HIGH_SOC_CONTROL,ExtraTrees,blocked_tail_20pct,platt_sigmoid,2239,561,387,0.17693154200242134,0.07574601808141132,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
387,0.0,0.30000000000000004,1.0,0.5,0.0,0.0,0.0,,,1.7933189765553883e-08,387,0,0,0,pre_onset_currently_healthy,5,recorded_route_only,full_graph,S2_HIGH_SOC_CONTROL,RandomForest,blocked_tail_20pct,platt_sigmoid,2239,561,387,0.284429708000971,0.07766515761974824,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
387,0.0,0.3400000000000001,1.0,0.5,0.0,0.0,0.0,,,2.679990989882221e-07,387,0,0,0,pre_onset_currently_healthy,5,recorded_route_only,full_graph,S2_HIGH_SOC_CONTROL,HistGradientBoosting,blocked_tail_20pct,platt_sigmoid,2239,561,387,0.3575268330023391,0.013948428935343664,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
707,0.0,0.4800000000000001,1.0,0.5,0.0,0.0,0.0,,,1.1114876791474474e-05,707,0,0,0,pre_onset_currently_healthy,5,recorded_route_only,full_graph,S5_REAL_TMS_JULY10,LogisticRegression,blocked_tail_20pct,platt_sigmoid,1983,497,707,0.013022250001085922,0.0026074964667557143,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
707,0.0,0.4600000000000001,1.0,0.5,0.0,0.0,0.0,,,1.8203111432768905e-10,707,0,0,0,pre_onset_currently_healthy,5,recorded_route_only,full_graph,S5_REAL_TMS_JULY10,ExtraTrees,blocked_tail_20pct,platt_sigmoid,1983,497,707,0.18808841700229095,0.04189544978501839,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
707,0.0,0.30000000000000004,1.0,0.5,0.0,0.0,0.0,,,2.9834740053216854e-09,707,0,0,0,pre_onset_currently_healthy,5,recorded_route_only,full_graph,S5_REAL_TMS_JULY10,RandomForest,blocked_tail_20pct,platt_sigmoid,1983,497,707,0.2967412500001956,0.043074199428440686,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
707,0.0,0.30000000000000004,1.0,0.5,0.0,0.0,0.0,,,3.833709871264926e-07,707,0,0,0,pre_onset_currently_healthy,5,recorded_route_only,full_graph,S5_REAL_TMS_JULY10,HistGradientBoosting,blocked_tail_20pct,platt_sigmoid,1983,497,707,0.3062507499998901,0.00821263507748539,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2148,0.04888268156424581,0.5,0.9511173184357542,0.4874731567644954,0.0,0.0,0.0,0.5,0.04888268156424581,0.04888268156424581,2043,0,105,0,pre_onset_currently_healthy,5,all_sessions,engineering_baseline,S1_LOW_SOC_STRESS,AlwaysNegative,fixed_rule_no_training,not_applicable,0,0,2148,0.0,0.0,0,
2148,0.04888268156424581,0.5,0.9511173184357542,0.4874731567644954,0.0,0.0,0.0,0.5,0.04888268156424581,0.04888268156424581,2043,0,105,0,pre_onset_currently_healthy,5,all_sessions,engineering_baseline,S1_LOW_SOC_STRESS,PersistenceH0,fixed_rule_no_training,not_applicable,0,0,2148,0.0,0.0,0,
387,0.0,0.5,1.0,0.5,0.0,0.0,0.0,,,0.0,387,0,0,0,pre_onset_currently_healthy,5,all_sessions,engineering_baseline,S2_HIGH_SOC_CONTROL,AlwaysNegative,fixed_rule_no_training,not_applicable,0,0,387,0.0,0.0,0,
387,0.0,0.5,1.0,0.5,0.0,0.0,0.0,,,0.0,387,0,0,0,pre_onset_currently_healthy,5,all_sessions,engineering_baseline,S2_HIGH_SOC_CONTROL,PersistenceH0,fixed_rule_no_training,not_applicable,0,0,387,0.0,0.0,0,
1159,0.023295944779982744,0.5,0.9767040552200172,0.49410737669140115,0.0,0.0,0.0,0.5,0.023295944779982744,0.023295944779982744,1132,0,27,0,pre_onset_currently_healthy,5,all_sessions,engineering_baseline,S3_MEDIUM_SOC_WHOLETESTING,AlwaysNegative,fixed_rule_no_training,not_applicable,0,0,1159,0.0,0.0,0,
1159,0.023295944779982744,0.5,0.9767040552200172,0.49410737669140115,0.0,0.0,0.0,0.5,0.023295944779982744,0.023295944779982744,1132,0,27,0,pre_onset_currently_healthy,5,all_sessions,engineering_baseline,S3_MEDIUM_SOC_WHOLETESTING,PersistenceH0,fixed_rule_no_training,not_applicable,0,0,1159,0.0,0.0,0,
2786,0.04558506819813352,0.5,0.9544149318018664,0.48833792470156107,0.0,0.0,0.0,0.5,0.04558506819813352,0.04558506819813352,2659,0,127,0,pre_onset_currently_healthy,5,all_sessions,engineering_baseline,S4_SAFETY_RICH_NAVEEN12,AlwaysNegative,fixed_rule_no_training,not_applicable,0,0,2786,0.0,0.0,0,
2786,0.04558506819813352,0.5,0.9544149318018664,0.48833792470156107,0.0,0.0,0.0,0.5,0.04558506819813352,0.04558506819813352,2659,0,127,0,pre_onset_currently_healthy,5,all_sessions,engineering_baseline,S4_SAFETY_RICH_NAVEEN12,PersistenceH0,fixed_rule_no_training,not_applicable,0,0,2786,0.0,0.0,0,
724,0.0,0.5,1.0,0.5,0.0,0.0,0.0,,,0.0,724,0,0,0,pre_onset_currently_healthy,5,all_sessions,engineering_baseline,S5_REAL_TMS_JULY10,AlwaysNegative,fixed_rule_no_training,not_applicable,0,0,724,0.0,0.0,0,
724,0.0,0.5,1.0,0.5,0.0,0.0,0.0,,,0.0,724,0,0,0,pre_onset_currently_healthy,5,all_sessions,engineering_baseline,S5_REAL_TMS_JULY10,PersistenceH0,fixed_rule_no_training,not_applicable,0,0,724,0.0,0.0,0,
1732,0.11085450346420324,0.36000000000000004,0.8891454965357968,0.4706601466992665,0.0,0.0,0.0,0.974707454004329,0.7589297885709946,0.10664840586693554,1540,0,192,0,pre_onset_currently_healthy,10,all_sessions,no_graph,S1_LOW_SOC_STRESS,LogisticRegression,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3374,1045,1732,0.014756791999388952,0.0012090548498697976,24,command_mismatch_share_10s|command_mismatch_share_30s
1732,0.11085450346420324,0.12000000000000001,0.8891454965357968,0.4706601466992665,0.0,0.0,0.0,0.9750439664502164,0.6970202387539639,0.10545286071490233,1540,0,192,0,pre_onset_currently_healthy,10,all_sessions,no_graph,S1_LOW_SOC_STRESS,ExtraTrees,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3374,1045,1732,0.18446674999722745,0.016974210737791453,24,command_mismatch_share_10s|command_mismatch_share_30s
1732,0.11085450346420324,0.14,0.9451501154734411,0.857286960413481,0.7679558011049724,0.7239583333333334,0.7453083109919572,0.9745298971861471,0.7106959392507951,0.07804407600150522,1498,42,53,139,pre_onset_currently_healthy,10,all_sessions,no_graph,S1_LOW_SOC_STRESS,RandomForest,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3374,1045,1732,0.3084045840005274,0.016134887412886777,24,command_mismatch_share_10s|command_mismatch_share_30s
1732,0.11085450346420324,0.1,0.9232101616628176,0.7594904064908231,0.7657657657657657,0.4427083333333333,0.5610561056105611,0.9728321158008658,0.7290134200574704,0.09424920245234475,1514,26,107,85,pre_onset_currently_healthy,10,all_sessions,no_graph,S1_LOW_SOC_STRESS,HistGradientBoosting,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3374,1045,1732,0.5078992499984452,0.004889314087023356,24,command_mismatch_share_10s|command_mismatch_share_30s
248,0.0,0.36000000000000004,1.0,0.5,0.0,0.0,0.0,,,1.667537069888441e-05,248,0,0,0,pre_onset_currently_healthy,10,all_sessions,no_graph,S2_HIGH_SOC_CONTROL,LogisticRegression,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3356,2547,248,0.013494874998286832,0.0069514475575077435,24,command_mismatch_share_10s|command_mismatch_share_30s
248,0.0,0.26,1.0,0.5,0.0,0.0,0.0,,,4.0781191164987494e-05,248,0,0,0,pre_onset_currently_healthy,10,all_sessions,no_graph,S2_HIGH_SOC_CONTROL,ExtraTrees,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3356,2547,248,0.18794062500091968,0.11183804033334449,24,command_mismatch_share_10s|command_mismatch_share_30s
248,0.0,0.38000000000000006,1.0,0.5,0.0,0.0,0.0,,,1.5695325408706767e-05,248,0,0,0,pre_onset_currently_healthy,10,all_sessions,no_graph,S2_HIGH_SOC_CONTROL,RandomForest,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3356,2547,248,0.31665541600523284,0.2362510080744077,24,command_mismatch_share_10s|command_mismatch_share_30s
248,0.0,0.24000000000000005,1.0,0.5,0.0,0.0,0.0,,,0.0004981494457017605,248,0,0,0,pre_onset_currently_healthy,10,all_sessions,no_graph,S2_HIGH_SOC_CONTROL,HistGradientBoosting,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3356,2547,248,0.42011154100327985,0.023132391135966886,24,command_mismatch_share_10s|command_mismatch_share_30s
1045,0.031578947368421054,0.3400000000000001,0.8966507177033493,0.5865934065934066,0.14953271028037382,0.48484848484848486,0.22857142857142856,0.9129835908492036,0.4544123496881208,0.03992758079590849,921,91,17,16,pre_onset_currently_healthy,10,all_sessions,no_graph,S3_MEDIUM_SOC_WHOLETESTING,LogisticRegression,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,2559,2547,1045,0.010772665998956654,0.0018066181798474462,21,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
1045,0.031578947368421054,0.38000000000000006,0.8889952153110048,0.5782419907033707,0.1391304347826087,0.48484848484848486,0.21621621621621623,0.9245418613007546,0.4004174176944695,0.04778708802189998,913,99,17,16,pre_onset_currently_healthy,10,all_sessions,no_graph,S3_MEDIUM_SOC_WHOLETESTING,ExtraTrees,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,2559,2547,1045,0.18657029200403485,0.028444337804799533,21,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
1045,0.031578947368421054,0.24000000000000005,0.8574162679425837,0.5493721221663015,0.10810810810810811,0.48484848484848486,0.17679558011049723,0.9190921068391424,0.3479634109179084,0.05236343799642915,880,132,17,16,pre_onset_currently_healthy,10,all_sessions,no_graph,S3_MEDIUM_SOC_WHOLETESTING,RandomForest,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,2559,2547,1045,0.2902229159954004,0.02863791865367959,21,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
1045,0.031578947368421054,0.24000000000000005,0.8889952153110048,0.5782419907033707,0.1391304347826087,0.48484848484848486,0.21621621621621623,0.7236794825727633,0.32616012381696974,0.05761536525565242,913,99,17,16,pre_onset_currently_healthy,10,all_sessions,no_graph,S3_MEDIUM_SOC_WHOLETESTING,HistGradientBoosting,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,2559,2547,1045,0.3367764169961447,0.006212121532710813,21,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2547,0.09108755398508049,0.22000000000000003,0.9399293286219081,0.7850532139340803,0.7581699346405228,0.5,0.6025974025974026,0.9710396961346541,0.7404521344941445,0.05922158702096822,2278,37,116,116,pre_onset_currently_healthy,10,all_sessions,no_graph,S4_SAFETY_RICH_NAVEEN12,LogisticRegression,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,2559,1045,2547,0.010827333004272077,0.0008320408331816793,21,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2547,0.09108755398508049,0.26,0.9093050647820966,0.5707193748563548,0.5094339622641509,0.11637931034482758,0.18947368421052632,0.9649195650554852,0.650484057236748,0.06387647153591379,2289,26,205,27,pre_onset_currently_healthy,10,all_sessions,no_graph,S4_SAFETY_RICH_NAVEEN12,ExtraTrees,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,2559,1045,2547,0.18515087499690708,0.01168665763467984,21,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2547,0.09108755398508049,0.24000000000000005,0.9128386336866903,0.6298740573942188,0.5568181818181818,0.21120689655172414,0.30625,0.9638349966485439,0.6359194867944434,0.0677567679890392,2276,39,183,49,pre_onset_currently_healthy,10,all_sessions,no_graph,S4_SAFETY_RICH_NAVEEN12,RandomForest,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,2559,1045,2547,0.2858889580020332,0.011795707104964753,21,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2547,0.09108755398508049,0.22000000000000003,0.928543384373773,0.6736013316359294,0.890625,0.24568965517241378,0.38513513513513514,0.926024056006554,0.6830563464735755,0.07036291468581655,2308,7,175,57,pre_onset_currently_healthy,10,all_sessions,no_graph,S4_SAFETY_RICH_NAVEEN12,HistGradientBoosting,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,2559,1045,2547,0.375752250001824,0.003707744405233942,21,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
579,0.0,0.3400000000000001,1.0,0.5,0.0,0.0,0.0,,,5.778696329998973e-05,579,0,0,0,pre_onset_currently_healthy,10,all_sessions,no_graph,S5_REAL_TMS_JULY10,LogisticRegression,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3025,2547,579,0.012550791005196515,0.0033727685686857126,24,command_mismatch_share_10s|command_mismatch_share_30s
579,0.0,0.24000000000000005,0.9965457685664939,0.4991349480968858,0.0,0.0,0.0,,,0.000391238985866218,577,2,0,0,pre_onset_currently_healthy,10,all_sessions,no_graph,S5_REAL_TMS_JULY10,ExtraTrees,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3025,2547,579,0.18811837500106776,0.050908031078000814,24,command_mismatch_share_10s|command_mismatch_share_30s
579,0.0,0.28,1.0,0.5,0.0,0.0,0.0,,,0.00010707512682815972,579,0,0,0,pre_onset_currently_healthy,10,all_sessions,no_graph,S5_REAL_TMS_JULY10,RandomForest,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3025,2547,579,0.32281125000008615,0.05004835924369304,24,command_mismatch_share_10s|command_mismatch_share_30s
579,0.0,0.18000000000000002,1.0,0.5,0.0,0.0,0.0,,,0.0003153362594949023,579,0,0,0,pre_onset_currently_healthy,10,all_sessions,no_graph,S5_REAL_TMS_JULY10,HistGradientBoosting,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3025,2547,579,0.3801285419976921,0.009056131266695262,24,command_mismatch_share_10s|command_mismatch_share_30s
