horizon_s,variant,feature_set,model,folds,test_rows_total,accuracy_evaluable_folds,accuracy_mean,accuracy_sd,macro_f1_evaluable_folds,macro_f1_mean,macro_f1_sd,precision_evaluable_folds,precision_mean,precision_sd,recall_evaluable_folds,recall_mean,recall_sd,f1_positive_evaluable_folds,f1_positive_mean,f1_positive_sd,roc_auc_evaluable_folds,roc_auc_mean,roc_auc_sd,pr_auc_evaluable_folds,pr_auc_mean,pr_auc_sd,brier_evaluable_folds,brier_mean,brier_sd,positive_rate_evaluable_folds,positive_rate_mean,positive_rate_sd
5,annotated_sessions,full_graph,LogisticRegression,4,6045,4,0.9554091954852741,0.06345420078664304,4,0.5917580819606298,0.12589470779937953,4,0.18336328780254013,0.2599348055143775,4,0.28023997000374956,0.32359533545550767,4,0.2078163205722419,0.2661429520313029,2,0.925219066041108,0.07417761294727403,2,0.40302642008568557,0.253518366453627,4,0.03477277957196366,0.04943362151654271,4,0.023616937440594832,0.027303699769128123
5,annotated_sessions,full_graph,RandomForest,4,6045,4,0.9848998082992777,0.017856287697922607,4,0.668805476108366,0.1953846078132936,4,0.3370150862068966,0.3908607592152,4,0.3549118860142482,0.4099899475481608,4,0.3455505279034691,0.3997821136491036,2,0.9830110932819189,0.0019011458179815078,2,0.7123412826159563,0.10390813660273691,4,0.010736715415390749,0.012587166169682446,4,0.023616937440594832,0.027303699769128123
5,recorded_route_only,full_graph,ExtraTrees,2,1094,2,1.0,0.0,2,0.5,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,0,,,0,,,2,1.957702206805037e-09,2.5111781412953156e-09,2,0.0,0.0
5,recorded_route_only,full_graph,HistGradientBoosting,2,1094,2,1.0,0.0,2,0.5,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,0,,,0,,,2,3.2568504305735733e-07,8.15802444608669e-08,2,0.0,0.0
5,recorded_route_only,full_graph,LogisticRegression,2,1094,2,1.0,0.0,2,0.5,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,0,,,0,,,2,1.864541627061921e-05,1.064979106339251e-05,2,0.0,0.0
5,recorded_route_only,full_graph,RandomForest,2,1094,2,1.0,0.0,2,0.5,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,0,,,0,,,2,1.0458331885437785e-08,1.057104539087159e-08,2,0.0,0.0
10,all_sessions,engineering_baseline,AlwaysNegative,5,6151,5,0.953295799036459,0.05166353019288221,5,0.48775605237564107,0.013645751952259618,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,3,0.5,0.0,3,0.07784033493923492,0.041264634469607715,5,0.04670420096354096,0.05166353019288221,5,0.04670420096354096,0.05166353019288221
10,all_sessions,engineering_baseline,PersistenceH0,5,6151,5,0.953295799036459,0.05166353019288221,5,0.48775605237564107,0.013645751952259618,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,3,0.5,0.0,3,0.07784033493923492,0.041264634469607715,5,0.04670420096354096,0.05166353019288221,5,0.04670420096354096,0.05166353019288221
10,all_sessions,euclidean_only,ExtraTrees,5,6151,5,0.943864006684823,0.05249935433513038,5,0.543073401608765,0.07478460869103411,5,0.18031120990790728,0.31673124334490993,5,0.1392110762800418,0.21376844225448952,5,0.11594554025228451,0.16101038544534008,3,0.9574734463443239,0.02638742664485895,3,0.6265552998049682,0.15063120103404717,5,0.04219679206633999,0.044494728980443696,5,0.04670420096354096,0.05166353019288221
10,all_sessions,euclidean_only,HistGradientBoosting,5,6151,5,0.9463866104423161,0.051669263599645736,5,0.560852319996954,0.10851705755727623,5,0.20272108843537415,0.36728867010785526,5,0.16852142110762802,0.23509143810279629,5,0.1502184637068358,0.22458089584289778,3,0.9451605288197072,0.04625795513242455,3,0.6742174440137442,0.19920049244234544,5,0.040507525496408,0.04069427190468187,5,0.04670420096354096,0.05166353019288221
