model,transformed_feature,coefficient,abs_coefficient,test_session
UngatedGraphHazard,num__wheel_abs_diff,-0.11589973814340811,0.11589973814340811,S2_HIGH_SOC_CONTROL
UngatedGraphHazard,num__voltage_mv,-0.11347913787206827,0.11347913787206827,S2_HIGH_SOC_CONTROL
UngatedGraphHazard,num__edge_dwell_s,0.07935587151588741,0.07935587151588741,S2_HIGH_SOC_CONTROL
UngatedGraphHazard,num__graph_remaining_m,0.024395474716512353,0.024395474716512353,S2_HIGH_SOC_CONTROL
UngatedGraphHazard,num__telemetry_available,0.0,0.0,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,cat__hazard_bin_4,-1.6817683047358425,1.6817683047358425,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,cat__hazard_bin_5,-1.6164617579779925,1.6164617579779925,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,cat__hazard_bin_19,1.5890440633127298,1.5890440633127298,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,cat__hazard_bin_20,1.5761627007884191,1.5761627007884191,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,cat__hazard_bin_6,-1.5210352683161172,1.5210352683161172,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,cat__hazard_bin_17,1.492784703762976,1.492784703762976,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__speed_mean_30s,1.480909366363724,1.480909366363724,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,cat__hazard_bin_18,1.4735803192787589,1.4735803192787589,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__stop_share_30s,1.4709110358481052,1.4709110358481052,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,cat__hazard_bin_7,-1.4706291382063923,1.4706291382063923,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,cat__hazard_bin_3,-1.4693897505033977,1.4693897505033977,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__speed_mean_10s,-1.3732982322060512,1.3732982322060512,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,cat__hazard_bin_8,-1.344921522395361,1.344921522395361,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,cat__hazard_bin_16,1.2359311893060112,1.2359311893060112,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,cat__hazard_bin_14,1.2176666709320947,1.2176666709320947,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,cat__hazard_bin_15,1.20496302527813,1.20496302527813,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,cat__hazard_bin_9,-1.0983987510512154,1.0983987510512154,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__position_confidence,1.074664293490496,1.074664293490496,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__reconstructed__graph_progress_30s_m,-1.0397436825273787,1.0397436825273787,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,cat__route_source_reconstructed_shortest,-0.9321582821840646,0.9321582821840646,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__reconstructed__graph_progress_10s_m,0.8714203582444344,0.8714203582444344,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__speed_std_10s,-0.858725848357075,0.858725848357075,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,cat__hazard_bin_10,-0.8521065408596361,0.8521065408596361,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,cat__hazard_bin_13,0.8049071622735349,0.8049071622735349,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__stop_share_10s,-0.7751428583444239,0.7751428583444239,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__reconstructed__edge_lateral_error_m,-0.745712268871518,0.745712268871518,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__soc,0.7243238177574344,0.7243238177574344,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__power_w,-0.703805783821595,0.703805783821595,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__snap_distance_m,0.668082426067911,0.668082426067911,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__wheel_mean,-0.5961358650838171,0.5961358650838171,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__stop_share_5s,0.5839890354709429,0.5839890354709429,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__reconstructed__route_completion,0.5760931346625728,0.5760931346625728,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__speed_mps,-0.5315425241020303,0.5315425241020303,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__euclidean_remaining_m,-0.46721271418041144,0.46721271418041144,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__reconstructed__node_intersection,0.4532844780742248,0.4532844780742248,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__reconstructed__node_degree,-0.449239193395643,0.449239193395643,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,cat__hazard_bin_2,-0.4435376285152069,0.4435376285152069,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__current_ma,0.4238295945300025,0.4238295945300025,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,cat__hazard_bin_11,-0.4116100182908702,0.4116100182908702,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__power_mean_10s,0.41001798070021306,0.41001798070021306,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__route_recorded,-0.3944490429518825,0.3944490429518825,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__route_reconstructed,0.3944490429518796,0.3944490429518796,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__power_std_10s,0.38731784145751175,0.38731784145751175,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__recorded__edge_progress_fraction,-0.37410102314371513,0.37410102314371513,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__reconstructed__graph_progress_5s_m,-0.3720820699157417,0.3720820699157417,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__reconstructed__graph_progress_rate_mps,-0.3720820699157085,0.3720820699157085,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__recorded__node_degree,-0.3377083870161555,0.3377083870161555,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__recorded__graph_remaining_m,-0.3292717735338391,0.3292717735338391,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,cat__route_source_recorded,-0.32242142066143,0.32242142066143,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__recorded__route_completion,-0.3126872317564641,0.3126872317564641,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__recorded__node_intersection,-0.29351992253529635,0.29351992253529635,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__reconstructed__edge_progress_fraction,-0.29340232359276264,0.29340232359276264,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__recorded__edge_dwell_s,-0.28848049618416527,0.28848049618416527,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__euclidean_progress_rate_mps,0.2638441895882657,0.2638441895882657,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__euclidean_progress_5s_m,0.26384418958822453,0.26384418958822453,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,cat__hazard_bin_12,0.2496002295507006,0.2496002295507006,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__observed_sample,0.24791794912673207,0.24791794912673207,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__short_causal_hold,-0.24791794912672233,0.24791794912672233,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__seconds_since_observed,-0.2458355972117148,0.2458355972117148,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__reconstructed__node_station,-0.2417588178433882,0.2417588178433882,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__voltage_mv,-0.23244218483713824,0.23244218483713824,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__soc_drop_30s,0.20544553142995778,0.20544553142995778,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__recorded__edge_remaining_m,-0.1897577713438722,0.1897577713438722,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,cat__hazard_bin_1,-0.18936108647687747,0.18936108647687747,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__recorded__node_corridor,-0.18665858712468364,0.18665858712468364,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__reconstructed__graph_progress_3s_m,0.1861426347065353,0.1861426347065353,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__recorded__edge_lateral_error_m,-0.18039290131670943,0.18039290131670943,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__reconstructed__graph_remaining_m,0.17804454432894645,0.17804454432894645,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__recorded__node_station,-0.17632194821856345,0.17632194821856345,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__recorded__graph_progress_30s_m,-0.16417303055742488,0.16417303055742488,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__speed_mean_5s,-0.11809975420685735,0.11809975420685735,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__recorded__graph_progress_10s_m,-0.1031944491245598,0.1031944491245598,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__soc_drop_10s,-0.09821521934600108,0.09821521934600108,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__wheel_abs_diff,-0.0652271349527929,0.0652271349527929,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__reconstructed__graph_progress_1s_m,0.06280554739046902,0.06280554739046902,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__reconstructed__edge_remaining_m,-0.06038338998281684,0.06038338998281684,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__reconstructed__edge_dwell_s,0.04687354421007963,0.04687354421007963,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__recorded__graph_progress_3s_m,0.03719970144664944,0.03719970144664944,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__recorded__graph_progress_rate_mps,-0.02134633097653568,0.02134633097653568,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__recorded__graph_progress_5s_m,-0.021346330976529538,0.021346330976529538,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__recorded__graph_progress_1s_m,0.013960841300308599,0.013960841300308599,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__reconstructed__node_corridor,-0.001544964598133302,0.001544964598133302,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__graph_context_available,0.0,0.0,S2_HIGH_SOC_CONTROL
ProvenanceConditionedHazard,num__telemetry_available,0.0,0.0,S2_HIGH_SOC_CONTROL
TelemetryHazard,num__current_ma,-2.3535010567886756,2.3535010567886756,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,num__power_w,2.0267752914625246,2.0267752914625246,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,cat__hazard_bin_4,-1.680204157349177,1.680204157349177,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,cat__hazard_bin_3,-1.6379770367296458,1.6379770367296458,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,cat__hazard_bin_17,1.5734339309269367,1.5734339309269367,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,cat__hazard_bin_18,1.5668815562730056,1.5668815562730056,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,cat__hazard_bin_20,1.5658589649871288,1.5658589649871288,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,cat__hazard_bin_19,1.5518108199043126,1.5518108199043126,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,cat__hazard_bin_5,-1.5101488495158089,1.5101488495158089,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,cat__hazard_bin_16,1.484088901502238,1.484088901502238,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,cat__hazard_bin_15,1.4643433320082506,1.4643433320082506,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,num__stop_share_10s,-1.4530635609600409,1.4530635609600409,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,cat__hazard_bin_14,1.4529608623207833,1.4529608623207833,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,num__soc,-1.4521331747196058,1.4521331747196058,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,num__speed_mean_10s,-1.3739814647291166,1.3739814647291166,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,cat__hazard_bin_6,-1.3714189320980041,1.3714189320980041,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,cat__hazard_bin_7,-1.2212910566453592,1.2212910566453592,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,cat__hazard_bin_8,-1.080794438408788,1.080794438408788,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,num__wheel_mean,-0.9916223139749091,0.9916223139749091,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,cat__hazard_bin_13,0.9638494178252531,0.9638494178252531,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,cat__hazard_bin_9,-0.9513714390453241,0.9513714390453241,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,cat__hazard_bin_2,-0.8955881820540924,0.8955881820540924,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,cat__hazard_bin_1,-0.8440294450737386,0.8440294450737386,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,num__speed_std_10s,-0.7994083785147047,0.7994083785147047,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,num__position_confidence,0.7980399008849484,0.7980399008849484,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,num__stop_share_30s,0.7879838225823086,0.7879838225823086,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,cat__hazard_bin_10,-0.7846432050427169,0.7846432050427169,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,num__short_causal_hold,-0.7573246341180602,0.7573246341180602,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,num__observed_sample,0.7573246341180586,0.7573246341180586,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,num__speed_mean_30s,0.7370062016514273,0.7370062016514273,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,num__seconds_since_observed,-0.7278884316579689,0.7278884316579689,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,num__power_std_10s,0.4985332875684639,0.4985332875684639,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,num__stop_share_5s,0.4782913437252371,0.4782913437252371,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,num__speed_mean_5s,0.3767176444819955,0.3767176444819955,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,cat__hazard_bin_11,-0.36457755995987146,0.36457755995987146,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,cat__hazard_bin_12,0.3413626723427812,0.3413626723427812,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,num__voltage_mv,0.2817013200723505,0.2817013200723505,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,num__wheel_abs_diff,-0.2798693899498308,0.2798693899498308,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,num__power_mean_10s,-0.25720669057171325,0.25720669057171325,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,num__soc_drop_10s,-0.1525289891467171,0.1525289891467171,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,num__speed_mps,-0.14712768713093466,0.14712768713093466,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,num__soc_drop_30s,0.02568028420704351,0.02568028420704351,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,num__telemetry_available,0.0,0.0,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,cat__route_source_recorded,-3.32195319657058,3.32195319657058,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,cat__route_source_reconstructed_shortest,2.0799739753596724,2.0799739753596724,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,cat__hazard_bin_4,-1.9332476216795864,1.9332476216795864,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,cat__hazard_bin_3,-1.9151861982220557,1.9151861982220557,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,cat__hazard_bin_18,1.8505406023766602,1.8505406023766602,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__power_w,-1.8215953659085733,1.8215953659085733,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,cat__hazard_bin_20,1.7798130183059595,1.7798130183059595,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,cat__hazard_bin_17,1.7653019253063702,1.7653019253063702,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,cat__hazard_bin_5,-1.7408252331830125,1.7408252331830125,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,cat__hazard_bin_19,1.7406112292483407,1.7406112292483407,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__current_ma,1.698626849861081,1.698626849861081,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,cat__hazard_bin_6,-1.594405065314143,1.594405065314143,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,cat__hazard_bin_14,1.529864397972707,1.529864397972707,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,cat__hazard_bin_16,1.472056150994185,1.472056150994185,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,cat__hazard_bin_7,-1.4413808756358144,1.4413808756358144,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,cat__hazard_bin_15,1.4187630627727639,1.4187630627727639,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,cat__hazard_bin_2,-1.31067457133655,1.31067457133655,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,cat__hazard_bin_8,-1.2707883400048394,1.2707883400048394,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__graph_remaining_m,-1.217833840477209,1.217833840477209,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,cat__hazard_bin_1,-1.1049427225017012,1.1049427225017012,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,cat__hazard_bin_13,0.9894303563477608,0.9894303563477608,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__speed_std_10s,-0.9666195737486486,0.9666195737486486,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,cat__hazard_bin_9,-0.9654931622652644,0.9654931622652644,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__graph_progress_30s_m,-0.964650269664095,0.964650269664095,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__wheel_mean,-0.903655623339583,0.903655623339583,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__stop_share_30s,0.8968350450828689,0.8968350450828689,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__position_confidence,0.8065601843055014,0.8065601843055014,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__speed_mean_30s,0.7896736291945203,0.7896736291945203,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__speed_mean_10s,-0.7407191675333847,0.7407191675333847,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,cat__hazard_bin_10,-0.6934162112002601,0.6934162112002601,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__graph_progress_10s_m,0.6451503384380911,0.6451503384380911,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__euclidean_remaining_m,0.5619294622826957,0.5619294622826957,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__route_completion,0.5547602856424697,0.5547602856424697,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__graph_progress_5s_m,-0.5492658316264849,0.5492658316264849,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__graph_progress_rate_mps,-0.5492658316264822,0.5492658316264822,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__power_std_10s,0.533240237835859,0.533240237835859,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__stop_share_5s,0.5312437810570528,0.5312437810570528,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__node_intersection,0.4631835409050798,0.4631835409050798,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__observed_sample,0.4181381939217256,0.4181381939217256,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__short_causal_hold,-0.41813819392170803,0.41813819392170803,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,cat__hazard_bin_12,0.409259922382795,0.409259922382795,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__graph_progress_3s_m,0.40642402648686915,0.40642402648686915,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__seconds_since_observed,-0.3870942868866652,0.3870942868866652,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__node_station,-0.3510143015713349,0.3510143015713349,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__edge_progress_fraction,0.3391994560750708,0.3391994560750708,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__euclidean_progress_5s_m,0.32423362676634226,0.32423362676634226,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__euclidean_progress_rate_mps,0.32423362676634,0.32423362676634,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__node_degree,-0.3158538007564387,0.3158538007564387,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__speed_mps,-0.29676329233493715,0.29676329233493715,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__soc,-0.28380473473216855,0.28380473473216855,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__graph_progress_1s_m,0.24148375429902327,0.24148375429902327,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__node_corridor,-0.2309961968088857,0.2309961968088857,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,cat__hazard_bin_11,-0.22725988557508756,0.22725988557508756,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__soc_drop_10s,-0.2193597069730784,0.2193597069730784,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__stop_share_10s,-0.21291143310006594,0.21291143310006594,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__wheel_abs_diff,-0.20775912703379867,0.20775912703379867,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__power_mean_10s,0.1983231935653908,0.1983231935653908,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__soc_drop_30s,0.1648011617845892,0.1648011617845892,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__edge_remaining_m,0.14561964588411655,0.14561964588411655,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__edge_lateral_error_m,-0.11548401204017428,0.11548401204017428,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__speed_mean_5s,0.06992375606127997,0.06992375606127997,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__voltage_mv,-0.027712445559106343,0.027712445559106343,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__edge_dwell_s,-0.009901346463828358,0.009901346463828358,S3_MEDIUM_SOC_WHOLETESTING
UngatedGraphHazard,num__telemetry_available,0.0,0.0,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__power_w,-2.3014531186013674,2.3014531186013674,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__current_ma,2.1876183452021256,2.1876183452021256,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,cat__hazard_bin_4,-1.9284810216004689,1.9284810216004689,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,cat__hazard_bin_3,-1.9247298510134703,1.9247298510134703,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,cat__hazard_bin_19,1.7958208499497121,1.7958208499497121,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,cat__hazard_bin_20,1.7917495151799716,1.7917495151799716,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,cat__hazard_bin_5,-1.7266203100593105,1.7266203100593105,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,cat__hazard_bin_17,1.723919092263616,1.723919092263616,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,cat__hazard_bin_18,1.69710760767174,1.69710760767174,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,cat__hazard_bin_6,-1.53818039099865,1.53818039099865,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,cat__hazard_bin_16,1.5213626887121754,1.5213626887121754,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,cat__hazard_bin_14,1.4985179567073228,1.4985179567073228,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__stop_share_30s,1.4748216202770545,1.4748216202770545,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,cat__hazard_bin_15,1.4623881877325862,1.4623881877325862,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,cat__hazard_bin_7,-1.4028753610949902,1.4028753610949902,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__speed_mean_30s,1.3923622524076962,1.3923622524076962,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__reconstructed__graph_remaining_m,-1.275107068560642,1.275107068560642,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,cat__hazard_bin_2,-1.2235351321293737,1.2235351321293737,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,cat__hazard_bin_8,-1.2219233698717729,1.2219233698717729,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,cat__hazard_bin_1,-1.1983879408335953,1.1983879408335953,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__speed_mean_10s,-1.030745416959237,1.030745416959237,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,cat__hazard_bin_13,0.9993562114749039,0.9993562114749039,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__speed_std_10s,-0.9984855277469519,0.9984855277469519,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,cat__hazard_bin_9,-0.9480083456594018,0.9480083456594018,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__wheel_mean,-0.8223519630693664,0.8223519630693664,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__position_confidence,0.8114900966794978,0.8114900966794978,S3_MEDIUM_SOC_WHOLETESTING
