n,positive_rate,threshold,accuracy,macro_f1,precision,recall,f1_positive,roc_auc,pr_auc,brier,tn,fp,fn,tp,horizon_s,variant,feature_set,test_session,model,calibration_source,calibration_method,fit_rows,calibration_rows,test_rows,fit_s,infer_ms_row,n_used_features,removed_all_missing_features
2148,0.04888268156424581,0.30000000000000004,0.962756052141527,0.779731843002538,0.6470588235294118,0.5238095238095238,0.5789473684210527,0.9816329860382724,0.6136400351479063,0.031119450973631575,2013,30,50,55,5,all_sessions,full_graph_no_soc,S1_LOW_SOC_STRESS,LogisticRegression,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3897,1159,2148,0.024479457999404985,0.0010723542834279167,40,command_mismatch_share_10s|command_mismatch_share_30s
2148,0.04888268156424581,0.30000000000000004,0.9511173184357542,0.4874731567644954,0.0,0.0,0.0,0.9856000745868587,0.6817344703492424,0.044877429646746556,2043,0,105,0,5,all_sessions,full_graph_no_soc,S1_LOW_SOC_STRESS,ExtraTrees,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3897,1159,2148,0.17214916599914432,0.01332396415100837,40,command_mismatch_share_10s|command_mismatch_share_30s
2148,0.04888268156424581,0.24000000000000005,0.9664804469273743,0.8129888220868985,0.6701030927835051,0.6190476190476191,0.6435643564356436,0.9861478218306412,0.6941597903064576,0.032065832055647954,2011,32,40,65,5,all_sessions,full_graph_no_soc,S1_LOW_SOC_STRESS,RandomForest,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3897,1159,2148,0.3178699579948443,0.015250776068671014,40,command_mismatch_share_10s|command_mismatch_share_30s
2148,0.04888268156424581,0.2,0.9664804469273743,0.8304448498456357,0.6386554621848739,0.7238095238095238,0.6785714285714286,0.9862573712793978,0.7456461287666134,0.026071046655591897,2000,43,29,76,5,all_sessions,full_graph_no_soc,S1_LOW_SOC_STRESS,HistGradientBoosting,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3897,1159,2148,0.4365778329956811,0.00497119413393188,40,command_mismatch_share_10s|command_mismatch_share_30s
387,0.0,0.1,1.0,0.5,0.0,0.0,0.0,,,0.0001295284320429083,387,0,0,0,5,all_sessions,full_graph_no_soc,S2_HIGH_SOC_CONTROL,LogisticRegression,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,4031,2786,387,0.023976666998350993,0.004657299727236356,40,command_mismatch_share_10s|command_mismatch_share_30s
387,0.0,0.32000000000000006,1.0,0.5,0.0,0.0,0.0,,,1.6542429727507785e-07,387,0,0,0,5,all_sessions,full_graph_no_soc,S2_HIGH_SOC_CONTROL,ExtraTrees,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,4031,2786,387,0.18492895799863618,0.08166763565722054,40,command_mismatch_share_10s|command_mismatch_share_30s
387,0.0,0.22000000000000003,1.0,0.5,0.0,0.0,0.0,,,3.14744565073206e-08,387,0,0,0,5,all_sessions,full_graph_no_soc,S2_HIGH_SOC_CONTROL,RandomForest,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,4031,2786,387,0.3362529169971822,0.07895596382702708,40,command_mismatch_share_10s|command_mismatch_share_30s
387,0.0,0.32000000000000006,1.0,0.5,0.0,0.0,0.0,,,2.5383558979535314e-06,387,0,0,0,5,all_sessions,full_graph_no_soc,S2_HIGH_SOC_CONTROL,HistGradientBoosting,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,4031,2786,387,0.3740777079947293,0.014046726107461383,40,command_mismatch_share_10s|command_mismatch_share_30s
1159,0.023295944779982744,0.26,0.9447799827437446,0.6047235366841455,0.17543859649122806,0.37037037037037035,0.23809523809523808,0.9069820704096323,0.18066229904767678,0.02346703420044963,1085,47,17,10,5,all_sessions,full_graph_no_soc,S3_MEDIUM_SOC_WHOLETESTING,LogisticRegression,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3259,2786,1159,0.016876417001185473,0.0017057083746698798,37,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
1159,0.023295944779982744,0.42000000000000004,0.9775668679896462,0.6988286559526665,0.5294117647058824,0.3333333333333333,0.4090909090909091,0.9262858264625049,0.33301687548792624,0.020433580758465117,1124,8,18,9,5,all_sessions,full_graph_no_soc,S3_MEDIUM_SOC_WHOLETESTING,ExtraTrees,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3259,2786,1159,0.18597449999651872,0.02768399482083686,37,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
1159,0.023295944779982744,0.54,0.9775668679896462,0.6847644154322537,0.5333333333333333,0.2962962962962963,0.38095238095238093,0.9392095275487502,0.2957937050358961,0.02166402588139635,1125,7,19,8,5,all_sessions,full_graph_no_soc,S3_MEDIUM_SOC_WHOLETESTING,RandomForest,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3259,2786,1159,0.310736708001059,0.03964588697155981,37,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
1159,0.023295944779982744,0.14,0.9439171699741156,0.5938923479151506,0.16071428571428573,0.3333333333333333,0.21686746987951808,0.8918008114121188,0.20610373912307428,0.02517871866862545,1085,47,18,9,5,all_sessions,full_graph_no_soc,S3_MEDIUM_SOC_WHOLETESTING,HistGradientBoosting,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3259,2786,1159,0.40573283300182084,0.008355551335508225,37,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2786,0.04558506819813352,0.18000000000000002,0.9425699928212491,0.6431327716453232,0.34579439252336447,0.29133858267716534,0.3162393162393162,0.9205965181392567,0.2961855306280573,0.03784854681275659,2589,70,90,37,5,all_sessions,full_graph_no_soc,S4_SAFETY_RICH_NAVEEN12,LogisticRegression,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3259,1159,2786,0.016748291003750637,0.0008388819118113607,37,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2786,0.04558506819813352,0.24000000000000005,0.970208183776023,0.8319573102181798,0.6666666666666666,0.6929133858267716,0.6795366795366795,0.9769524390496693,0.7265252882496936,0.027890747194246977,2615,44,39,88,5,all_sessions,full_graph_no_soc,S4_SAFETY_RICH_NAVEEN12,ExtraTrees,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3259,1159,2786,0.17219212499912828,0.011569798636709507,37,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2786,0.04558506819813352,0.26,0.9788226848528356,0.8710374419321709,0.8035714285714286,0.7086614173228346,0.7531380753138075,0.982318259484206,0.803283900768227,0.02483893239483028,2637,22,37,90,5,all_sessions,full_graph_no_soc,S4_SAFETY_RICH_NAVEEN12,RandomForest,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3259,1159,2786,0.3146274579994497,0.012133061019279202,37,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2786,0.04558506819813352,0.18000000000000002,0.9669777458722182,0.7948013436960608,0.6635514018691588,0.5590551181102362,0.6068376068376068,0.9485064836996917,0.6683336411841715,0.030176715314342493,2623,36,56,71,5,all_sessions,full_graph_no_soc,S4_SAFETY_RICH_NAVEEN12,HistGradientBoosting,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3259,1159,2786,0.3114458330019261,0.0030022731514420956,37,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
724,0.0,0.1,1.0,0.5,0.0,0.0,0.0,,,0.00011304911753720781,724,0,0,0,5,all_sessions,full_graph_no_soc,S5_REAL_TMS_JULY10,LogisticRegression,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3694,2786,724,0.020269583001208957,0.0026002541458258633,40,command_mismatch_share_10s|command_mismatch_share_30s
724,0.0,0.26,1.0,0.5,0.0,0.0,0.0,,,1.263430572463828e-09,724,0,0,0,5,all_sessions,full_graph_no_soc,S5_REAL_TMS_JULY10,ExtraTrees,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3694,2786,724,0.1854456669971114,0.042264502764777896,40,command_mismatch_share_10s|command_mismatch_share_30s
724,0.0,0.22000000000000003,1.0,0.5,0.0,0.0,0.0,,,3.5146252118948066e-08,724,0,0,0,5,all_sessions,full_graph_no_soc,S5_REAL_TMS_JULY10,RandomForest,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3694,2786,724,0.33288987500418443,0.04491902623836592,40,command_mismatch_share_10s|command_mismatch_share_30s
724,0.0,0.26,1.0,0.5,0.0,0.0,0.0,,,6.944921122969551e-06,724,0,0,0,5,all_sessions,full_graph_no_soc,S5_REAL_TMS_JULY10,HistGradientBoosting,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3694,2786,724,0.3650577920052456,0.007944751377487607,40,command_mismatch_share_10s|command_mismatch_share_30s
2148,0.04888268156424581,0.14,0.9511173184357542,0.7064745055525694,0.5,0.3904761904761905,0.4385026737967914,0.9794606437778244,0.613040208110637,0.03663615072803433,2002,41,64,41,5,all_sessions,no_graph,S1_LOW_SOC_STRESS,LogisticRegression,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3897,1159,2148,0.01717162499699043,0.0009617667597630954,24,command_mismatch_share_10s|command_mismatch_share_30s
2148,0.04888268156424581,0.16000000000000003,0.9511173184357542,0.4874731567644954,0.0,0.0,0.0,0.9820268978859289,0.6392199489491501,0.043594580712786636,2043,0,105,0,5,all_sessions,no_graph,S1_LOW_SOC_STRESS,ExtraTrees,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3897,1159,2148,0.17312470899923937,0.01535426350084985,24,command_mismatch_share_10s|command_mismatch_share_30s
2148,0.04888268156424581,0.14,0.957169459962756,0.7815016784088948,0.5555555555555556,0.6190476190476191,0.5855855855855856,0.9818544157751207,0.6882404337885621,0.03206086856294142,1991,52,40,65,5,all_sessions,no_graph,S1_LOW_SOC_STRESS,RandomForest,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3897,1159,2148,0.31329104200267466,0.015411216015039746,24,command_mismatch_share_10s|command_mismatch_share_30s
2148,0.04888268156424581,0.14,0.962756052141527,0.8083682754929075,0.6086956521739131,0.6666666666666666,0.6363636363636364,0.9804279421019508,0.6181179114178291,0.03013732181525928,1998,45,35,70,5,all_sessions,no_graph,S1_LOW_SOC_STRESS,HistGradientBoosting,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3897,1159,2148,0.339273958998092,0.005522966948672791,24,command_mismatch_share_10s|command_mismatch_share_30s
387,0.0,0.22000000000000003,1.0,0.5,0.0,0.0,0.0,,,2.0258907881331737e-10,387,0,0,0,5,all_sessions,no_graph,S2_HIGH_SOC_CONTROL,LogisticRegression,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,4031,2786,387,0.01762133299780544,0.004385658918858268,24,command_mismatch_share_10s|command_mismatch_share_30s
387,0.0,0.24000000000000005,1.0,0.5,0.0,0.0,0.0,,,1.1098023566355677e-07,387,0,0,0,5,all_sessions,no_graph,S2_HIGH_SOC_CONTROL,ExtraTrees,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,4031,2786,387,0.18266570800187765,0.10794218346757516,24,command_mismatch_share_10s|command_mismatch_share_30s
387,0.0,0.26,1.0,0.5,0.0,0.0,0.0,,,7.394087943687439e-08,387,0,0,0,5,all_sessions,no_graph,S2_HIGH_SOC_CONTROL,RandomForest,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,4031,2786,387,0.34161070799746085,0.08066235917776184,24,command_mismatch_share_10s|command_mismatch_share_30s
387,0.0,0.24000000000000005,1.0,0.5,0.0,0.0,0.0,,,1.1998496714786121e-05,387,0,0,0,5,all_sessions,no_graph,S2_HIGH_SOC_CONTROL,HistGradientBoosting,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,4031,2786,387,0.3646672499962733,0.013867354011301491,24,command_mismatch_share_10s|command_mismatch_share_30s
1159,0.023295944779982744,0.30000000000000004,0.9508196721311475,0.6171525930562075,0.2,0.37037037037037035,0.2597402597402597,0.9100248658552545,0.17691454375507282,0.02447735345133,1092,40,17,10,5,all_sessions,no_graph,S3_MEDIUM_SOC_WHOLETESTING,LogisticRegression,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3259,2786,1159,0.012372375000268221,0.0015803132028113231,21,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
1159,0.023295944779982744,0.32000000000000006,0.9421915444348576,0.5908801138010062,0.15517241379310345,0.3333333333333333,0.21176470588235294,0.9213780918727915,0.29165072141463527,0.0290321580436123,1083,49,18,9,5,all_sessions,no_graph,S3_MEDIUM_SOC_WHOLETESTING,ExtraTrees,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3259,2786,1159,0.1837791660000221,0.02813082398372446,21,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
1159,0.023295944779982744,0.22000000000000003,0.9197584124245038,0.5674071398470892,0.11627906976744186,0.37037037037037035,0.17699115044247787,0.9206582907996336,0.3111268118348278,0.02566403793930522,1056,76,17,10,5,all_sessions,no_graph,S3_MEDIUM_SOC_WHOLETESTING,RandomForest,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3259,2786,1159,0.30072958300297614,0.028538359792656374,21,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
1159,0.023295944779982744,0.14,0.9318377911993098,0.5749987235247427,0.12857142857142856,0.3333333333333333,0.18556701030927836,0.8751308729223924,0.3102033076618399,0.027174530158441013,1071,61,18,9,5,all_sessions,no_graph,S3_MEDIUM_SOC_WHOLETESTING,HistGradientBoosting,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3259,2786,1159,0.3275145829975372,0.008112525455567286,21,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2786,0.04558506819813352,0.16000000000000003,0.9547738693467337,0.7821541073702554,0.5027932960893855,0.7086614173228346,0.5882352941176471,0.9663392489628153,0.5902359658870465,0.03218933984053144,2570,89,37,90,5,all_sessions,no_graph,S4_SAFETY_RICH_NAVEEN12,LogisticRegression,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3259,1159,2786,0.012441541999578476,0.0007635796835957923,21,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2786,0.04558506819813352,0.2,0.951543431442929,0.5973242743518121,0.41304347826086957,0.14960629921259844,0.21965317919075145,0.9657440337821632,0.4705204472452371,0.03483359098248026,2632,27,108,19,5,all_sessions,no_graph,S4_SAFETY_RICH_NAVEEN12,ExtraTrees,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3259,1159,2786,0.171501624994562,0.01178354558481685,21,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2786,0.04558506819813352,0.18000000000000002,0.9522613065326633,0.6811300864431794,0.4666666666666667,0.33070866141732286,0.3870967741935484,0.9650422128975135,0.46456485093607847,0.03452714504286119,2611,48,85,42,5,all_sessions,no_graph,S4_SAFETY_RICH_NAVEEN12,RandomForest,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3259,1159,2786,0.5234448330011219,0.025610896624163916,21,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2786,0.04558506819813352,0.30000000000000004,0.9565685570710696,0.6176492938944068,0.5833333333333334,0.16535433070866143,0.25766871165644173,0.9347691542318024,0.472151544005144,0.03710322035216945,2644,15,106,21,5,all_sessions,no_graph,S4_SAFETY_RICH_NAVEEN12,HistGradientBoosting,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3259,1159,2786,0.2878476670011878,0.0026912089017591236,21,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
724,0.0,0.22000000000000003,1.0,0.5,0.0,0.0,0.0,,,1.2262440764919771e-11,724,0,0,0,5,all_sessions,no_graph,S5_REAL_TMS_JULY10,LogisticRegression,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3694,2786,724,0.01704237499507144,0.00253055938593503,24,command_mismatch_share_10s|command_mismatch_share_30s
724,0.0,0.22000000000000003,1.0,0.5,0.0,0.0,0.0,,,2.4021907096362563e-08,724,0,0,0,5,all_sessions,no_graph,S5_REAL_TMS_JULY10,ExtraTrees,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3694,2786,724,0.18326204200275242,0.045289595312154624,24,command_mismatch_share_10s|command_mismatch_share_30s
724,0.0,0.38000000000000006,1.0,0.5,0.0,0.0,0.0,,,3.086226968104141e-07,724,0,0,0,5,all_sessions,no_graph,S5_REAL_TMS_JULY10,RandomForest,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3694,2786,724,0.3119062080004369,0.045493555257485364,24,command_mismatch_share_10s|command_mismatch_share_30s
724,0.0,0.24000000000000005,1.0,0.5,0.0,0.0,0.0,,,2.5528745038498794e-05,724,0,0,0,5,all_sessions,no_graph,S5_REAL_TMS_JULY10,HistGradientBoosting,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3694,2786,724,0.3586688330033212,0.0073153204443795064,24,command_mismatch_share_10s|command_mismatch_share_30s
2148,0.04888268156424581,0.14,0.9613594040968343,0.7792156809324547,0.6195652173913043,0.5428571428571428,0.5786802030456852,0.9825606600936997,0.6447854291539157,0.03530005969459212,2008,35,48,57,5,all_sessions,euclidean_only,S1_LOW_SOC_STRESS,LogisticRegression,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3897,1159,2148,0.01747833300032653,0.0010626550254501312,27,command_mismatch_share_10s|command_mismatch_share_30s
2148,0.04888268156424581,0.32000000000000006,0.9511173184357542,0.4874731567644954,0.0,0.0,0.0,0.983735403118663,0.6585108941150778,0.04307354395883306,2043,0,105,0,5,all_sessions,euclidean_only,S1_LOW_SOC_STRESS,ExtraTrees,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3897,1159,2148,0.17412458299804712,0.015853972533580958,27,command_mismatch_share_10s|command_mismatch_share_30s
2148,0.04888268156424581,0.4000000000000001,0.9548417132216015,0.5738644381860463,0.8333333333333334,0.09523809523809523,0.17094017094017094,0.9852784187585949,0.709072540242675,0.03060516026471583,2041,2,95,10,5,all_sessions,euclidean_only,S1_LOW_SOC_STRESS,RandomForest,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3897,1159,2148,0.3291023749989108,0.015895872439619402,27,command_mismatch_share_10s|command_mismatch_share_30s
2148,0.04888268156424581,0.26,0.9655493482309124,0.7962519547773477,0.6823529411764706,0.5523809523809524,0.6105263157894737,0.9850663123790877,0.7232149550466123,0.02732496584977365,2016,27,47,58,5,all_sessions,euclidean_only,S1_LOW_SOC_STRESS,HistGradientBoosting,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3897,1159,2148,0.6278027500011376,0.004594215547758739,27,command_mismatch_share_10s|command_mismatch_share_30s
387,0.0,0.24000000000000005,1.0,0.5,0.0,0.0,0.0,,,2.1864045814413547e-09,387,0,0,0,5,all_sessions,euclidean_only,S2_HIGH_SOC_CONTROL,LogisticRegression,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,4031,2786,387,0.020041249998030253,0.004797589139277669,27,command_mismatch_share_10s|command_mismatch_share_30s
387,0.0,0.26,1.0,0.5,0.0,0.0,0.0,,,2.0914213635239556e-07,387,0,0,0,5,all_sessions,euclidean_only,S2_HIGH_SOC_CONTROL,ExtraTrees,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,4031,2786,387,0.1898347090027528,0.09651894832540722,27,command_mismatch_share_10s|command_mismatch_share_30s
387,0.0,0.32000000000000006,1.0,0.5,0.0,0.0,0.0,,,2.0180935979329157e-09,387,0,0,0,5,all_sessions,euclidean_only,S2_HIGH_SOC_CONTROL,RandomForest,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,4031,2786,387,0.35069908299919916,0.0873639095685618,27,command_mismatch_share_10s|command_mismatch_share_30s
387,0.0,0.6200000000000001,1.0,0.5,0.0,0.0,0.0,,,3.967684598229614e-07,387,0,0,0,5,all_sessions,euclidean_only,S2_HIGH_SOC_CONTROL,HistGradientBoosting,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,4031,2786,387,0.8728259170020465,0.022995692504225757,27,command_mismatch_share_10s|command_mismatch_share_30s
1159,0.023295944779982744,0.24000000000000005,0.9396031061259706,0.5954019549172153,0.15873015873015872,0.37037037037037035,0.2222222222222222,0.9097304017798717,0.1567741629533212,0.024924430557740945,1079,53,17,10,5,all_sessions,euclidean_only,S3_MEDIUM_SOC_WHOLETESTING,LogisticRegression,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3259,2786,1159,0.014322125003673136,0.0017899413324122713,24,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
1159,0.023295944779982744,0.4800000000000001,0.9689387402933564,0.6007731169626455,0.2631578947368421,0.18518518518518517,0.21739130434782608,0.9254351524669545,0.24779102028819158,0.023738899702779093,1118,14,22,5,5,all_sessions,euclidean_only,S3_MEDIUM_SOC_WHOLETESTING,ExtraTrees,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3259,2786,1159,0.19568949999666074,0.03016929162542253,24,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
1159,0.023295944779982744,0.30000000000000004,0.9516824849007766,0.6190900981266726,0.20408163265306123,0.37037037037037035,0.2631578947368421,0.943953670985473,0.38766955499545586,0.021941692695135667,1093,39,17,10,5,all_sessions,euclidean_only,S3_MEDIUM_SOC_WHOLETESTING,RandomForest,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3259,2786,1159,0.3017442080017645,0.03193262899323625,24,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
1159,0.023295944779982744,0.12000000000000001,0.9309749784296808,0.5738187166758596,0.1267605633802817,0.3333333333333333,0.1836734693877551,0.9084053134406491,0.29576008628946593,0.028019903686562025,1070,62,18,9,5,all_sessions,euclidean_only,S3_MEDIUM_SOC_WHOLETESTING,HistGradientBoosting,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3259,2786,1159,0.29341304099943954,0.005261144951912811,24,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2786,0.04558506819813352,0.16000000000000003,0.9511844938980617,0.7634076649482476,0.4745762711864407,0.6614173228346457,0.5526315789473685,0.9632121483122245,0.4891252612188182,0.03302654175376536,2566,93,43,84,5,all_sessions,euclidean_only,S4_SAFETY_RICH_NAVEEN12,LogisticRegression,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3259,1159,2786,0.014220500001101755,0.0008002361826548836,24,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2786,0.04558506819813352,0.18000000000000002,0.9655419956927495,0.8182712613437773,0.6026490066225165,0.7165354330708661,0.6546762589928058,0.9763098435561295,0.7043177496300723,0.031296779723743944,2599,60,36,91,5,all_sessions,euclidean_only,S4_SAFETY_RICH_NAVEEN12,ExtraTrees,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3259,1159,2786,0.17257737500040093,0.012546796481834079,24,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2786,0.04558506819813352,0.30000000000000004,0.9651830581478823,0.7343763975753572,0.7419354838709677,0.36220472440944884,0.48677248677248675,0.9750690716123818,0.6644728142298347,0.028259168900275723,2643,16,81,46,5,all_sessions,euclidean_only,S4_SAFETY_RICH_NAVEEN12,RandomForest,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3259,1159,2786,0.30510195800161455,0.012627811916803471,24,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2786,0.04558506819813352,0.28,0.9637473079684135,0.70532874653765,0.76,0.2992125984251969,0.4293785310734463,0.9613243389706034,0.6529802764810098,0.030919076530499502,2647,12,89,38,5,all_sessions,euclidean_only,S4_SAFETY_RICH_NAVEEN12,HistGradientBoosting,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3259,1159,2786,0.316402708995156,0.002847541278779402,24,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
724,0.0,0.24000000000000005,1.0,0.5,0.0,0.0,0.0,,,2.0162347333682622e-10,724,0,0,0,5,all_sessions,euclidean_only,S5_REAL_TMS_JULY10,LogisticRegression,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3694,2786,724,0.0175511670022388,0.002832182319493944,27,command_mismatch_share_10s|command_mismatch_share_30s
724,0.0,0.28,1.0,0.5,0.0,0.0,0.0,,,1.4455763794397778e-09,724,0,0,0,5,all_sessions,euclidean_only,S5_REAL_TMS_JULY10,ExtraTrees,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3694,2786,724,0.1956384170043748,0.04982826933415879,27,command_mismatch_share_10s|command_mismatch_share_30s
724,0.0,0.5200000000000001,1.0,0.5,0.0,0.0,0.0,,,2.686877175899155e-08,724,0,0,0,5,all_sessions,euclidean_only,S5_REAL_TMS_JULY10,RandomForest,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3694,2786,724,0.32881391699629603,0.04738973342612236,27,command_mismatch_share_10s|command_mismatch_share_30s
724,0.0,0.5000000000000001,1.0,0.5,0.0,0.0,0.0,,,2.1768272071313673e-07,724,0,0,0,5,all_sessions,euclidean_only,S5_REAL_TMS_JULY10,HistGradientBoosting,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3694,2786,724,0.4411009999967064,0.011170752761687424,27,command_mismatch_share_10s|command_mismatch_share_30s
2148,0.04888268156424581,0.24000000000000005,0.9562383612662942,0.7667935616210522,0.5514018691588785,0.5619047619047619,0.5566037735849056,0.9776705591683565,0.5822909761603814,0.034060297400621616,1995,48,46,59,5,annotated_sessions,full_graph,S1_LOW_SOC_STRESS,LogisticRegression,blocked_tail_20pct,platt_sigmoid,3116,781,2148,0.02002445900143357,0.0010626936679661752,43,command_mismatch_share_10s|command_mismatch_share_30s
2148,0.04888268156424581,0.5800000000000001,0.9511173184357542,0.4874731567644954,0.0,0.0,0.0,0.9820851688693097,0.6163557727962703,0.03360219086505583,2043,0,105,0,5,annotated_sessions,full_graph,S1_LOW_SOC_STRESS,ExtraTrees,blocked_tail_20pct,platt_sigmoid,3116,781,2148,0.18324808399484027,0.016894398041811358,43,command_mismatch_share_10s|command_mismatch_share_30s
2148,0.04888268156424581,0.32000000000000006,0.9650837988826816,0.8211142880937179,0.6293103448275862,0.6952380952380952,0.6606334841628959,0.984355406381838,0.6388671346037029,0.0241383547856601,2000,43,32,73,5,annotated_sessions,full_graph,S1_LOW_SOC_STRESS,RandomForest,blocked_tail_20pct,platt_sigmoid,3116,781,2148,0.30569512500369456,0.016989680165220077,43,command_mismatch_share_10s|command_mismatch_share_30s
