local_time,ts,category,source_log,event,run_id,series_run_id,task_id,agent,agent_type,action,command,status,ok,reason,winner,loser,priority,goal,current_goal,route,path,edge,u,v,edge_type,tau,cost_source,trajectory_source,series_leg_start_node,series_leg_goal_node,series_leg_route,series_leg_pred_time_s,series_leg_pred_energy_j,series_leg_distance_m,x,y,snap_node,snap_dist,snap_ok,node_source,prev_snap_node,last_live_edge,speed_mps,signed_speed,abs_speed,requested_straight_speed_mps,requested_corner_speed_mps,distance_m,battery,battery_percent,power_W,current_mA,cell_voltage_mV,momentary_energy_Ws,cumulative_energy_Wh,heading,plc_heading_deg,movement_heading_deg,heading_movement_diff_deg,reverse_flag,going_to_id,target_reached,brake_block,brake_release,position_confidence,nav_state,current_segment,front_scanner_safety_clear,rear_scanner_safety_clear,front_scanner_warning_clear,rear_scanner_warning_clear,scanner_violation_flag,actual_speed_l,actual_speed_r,wheel_diff_live,encoder_freq_l,encoder_freq_r,hold_reason,hold_remaining_s,series_index,series_active,series_loop,series_status,tms_action,tms_conflict_count,tms_runtime_action,tms_runtime_conflict_count,predicted_conflict_count,emergency_hold,emergency_reason,block_guard_active,block_guard_reason,op_live_min_m,op_route_min_m,op_motion_min_m,op_risk_edge,op_radius_m,sim_radius_m,operator_inside_radius,brake_event_label,conflict_label,scenario_label,network_condition,telemetry_delay_s,telemetry_loss_prob,command_delay_s,stale_position_s,stale_position_cycle_s,telemetry_stale_injected,opc_read_latency_ms,opc_write_latency_ms,verify_latency_ms,accepted_delay_s,telemetry_age_s,stale_position_count_5s,missing_sample_count_5s,read_fail_count_5s,write_fail_count_5s,ping_ok,ping_latency_ms,packet_loss_percent,opc_connected,opc_reconnect_count,details_json
2026-07-10 10:12:21,1783671141.5086982,real,agent_live_trajectory_log.csv,agent_live_trajectory_log_v145,,,,REAL,physical,,,IDLE,,clear,,,,,,[],[],,,,real_live_edge,,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,,,[],,,,-4.532611846923828,1.4412424564361572,5,0.0028923074437648896,True,real_opc_xy_nearest_node,,,0.0,0.0,0.0,,,,66,66.0,229,,45526,2294,25834.232421875,-3.131723165512085,356.8682768344879,,,False,0,0,False,False,100,2,65535,,,,,False,,,,,,,,,,,IDLE,no_real_goal,0,no_real_goal,0,,False,clear,,,,,,,,,,,,normal_network,normal,0.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,,,,,"{""local_time"":""2026-07-10 10:12:21"",""tick_ts"":1783671141.5086982,""tick_ms"":1783671141508,""run_id"":"""",""agent_id"":""REAL"",""agent_type"":""physical"",""x"":-4.532611846923828,""y"":1.4412424564361572,""snap_node"":5,""snap_dist"":0.0028923074437648896,""snap_ok"":true,""node_source"":""real_opc_xy_nearest_node"",""edge_u"":"""",""edge_v"":"""",""edge_type"":""real_live_edge"",""tau"":"""",""status"":""IDLE"",""hold_reason"":"""",""speed_mps"":0.0,""requested_straight_speed_mps"":"""",""power_W"":229,""battery"":66,""hold_remaining_s"":"""",""current_goal"":null,""path"":""[]"",""tms_action"":""no_real_goal"",""tms_conflict_count"":0,""emergency_hold"":false,""emergency_reason"":""clear"",""cost_source"":""runtime_gnn_pt:edge_cost_model.pt"",""trajectory_source"":""temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt"",""current_mA"":null,""cell_voltage_mV"":45526,""momentary_energy_Ws"":2294,""cumulative_energy_Wh"":25834.232421875,""signed_speed"":0.0,""abs_speed"":0.0,""heading"":-3.131723165512085,""plc_heading_deg"":356.8682768344879,""movement_heading_deg"":null,""heading_movement_diff_deg"":null,""reverse_flag"":false,""going_to_id"":0,""target_reached"":0,""brake_block"":false,""brake_release"":false,""position_confidence"":100,""nav_state"":2,""current_segment"":65535,""front_scanner_safety_clear"":null,""rear_scanner_safety_clear"":null,""front_scanner_warning_clear"":null,""rear_scanner_warning_clear"":null,""scanner_violation_flag"":false,""actual_speed_l"":null,""actual_speed_r"":null,""wheel_diff_live"":null,""encoder_freq_l"":null,""encoder_freq_r"":null,""series_run_id"":"""",""series_leg_start_node"":null,""series_leg_goal_node"":null,""series_leg_route"":""[]"",""series_leg_pred_time_s"":"""",""series_leg_pred_energy_j"":"""",""series_leg_distance_m"":""""}"
2026-07-10 10:12:23,1783671143.356499,real,agent_live_trajectory_log.csv,agent_live_trajectory_log_v145,,,,REAL,physical,,,IDLE,,clear,,,,,,[],[],,,,real_live_edge,,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,,,[],,,,-4.532611846923828,1.4412424564361572,5,0.0028923074437648896,True,real_opc_xy_nearest_node,,,0.0,0.0,0.0,,,,66,66.0,229,,45526,2293,25970.064453125,-3.131723165512085,356.8682768344879,,,False,0,0,False,False,100,2,65535,,,,,False,,,,,,,,,,,IDLE,no_real_goal,0,no_real_goal,0,,False,clear,,,,,,,,,,,,normal_network,normal,0.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,,,,,"{""local_time"":""2026-07-10 10:12:23"",""tick_ts"":1783671143.356499,""tick_ms"":1783671143356,""run_id"":"""",""agent_id"":""REAL"",""agent_type"":""physical"",""x"":-4.532611846923828,""y"":1.4412424564361572,""snap_node"":5,""snap_dist"":0.0028923074437648896,""snap_ok"":true,""node_source"":""real_opc_xy_nearest_node"",""edge_u"":"""",""edge_v"":"""",""edge_type"":""real_live_edge"",""tau"":"""",""status"":""IDLE"",""hold_reason"":"""",""speed_mps"":0.0,""requested_straight_speed_mps"":"""",""power_W"":229,""battery"":66,""hold_remaining_s"":"""",""current_goal"":null,""path"":""[]"",""tms_action"":""no_real_goal"",""tms_conflict_count"":0,""emergency_hold"":false,""emergency_reason"":""clear"",""cost_source"":""runtime_gnn_pt:edge_cost_model.pt"",""trajectory_source"":""temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt"",""current_mA"":null,""cell_voltage_mV"":45526,""momentary_energy_Ws"":2293,""cumulative_energy_Wh"":25970.064453125,""signed_speed"":0.0,""abs_speed"":0.0,""heading"":-3.131723165512085,""plc_heading_deg"":356.8682768344879,""movement_heading_deg"":null,""heading_movement_diff_deg"":null,""reverse_flag"":false,""going_to_id"":0,""target_reached"":0,""brake_block"":false,""brake_release"":false,""position_confidence"":100,""nav_state"":2,""current_segment"":65535,""front_scanner_safety_clear"":null,""rear_scanner_safety_clear"":null,""front_scanner_warning_clear"":null,""rear_scanner_warning_clear"":null,""scanner_violation_flag"":false,""actual_speed_l"":null,""actual_speed_r"":null,""wheel_diff_live"":null,""encoder_freq_l"":null,""encoder_freq_r"":null,""series_run_id"":"""",""series_leg_start_node"":null,""series_leg_goal_node"":null,""series_leg_route"":""[]"",""series_leg_pred_time_s"":"""",""series_leg_pred_energy_j"":"""",""series_leg_distance_m"":""""}"
2026-07-10 10:12:25,1783671145.331678,real,agent_live_trajectory_log.csv,agent_live_trajectory_log_v145,,,,REAL,physical,,,IDLE,,clear,,,,,,[],[],,,,real_live_edge,,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,,,[],,,,-4.532611846923828,1.4412424564361572,5,0.0028923074437648896,True,real_opc_xy_nearest_node,,,0.0,0.0,0.0,,,,66,66.0,229,,45526,2293,26105.94140625,-3.131723165512085,356.8682768344879,,,False,0,0,False,False,100,2,65535,,,,,False,,,,,,,,,,,IDLE,no_real_goal,0,no_real_goal,0,,False,clear,,,,,,,,,,,,normal_network,normal,0.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,,,,,"{""local_time"":""2026-07-10 10:12:25"",""tick_ts"":1783671145.331678,""tick_ms"":1783671145331,""run_id"":"""",""agent_id"":""REAL"",""agent_type"":""physical"",""x"":-4.532611846923828,""y"":1.4412424564361572,""snap_node"":5,""snap_dist"":0.0028923074437648896,""snap_ok"":true,""node_source"":""real_opc_xy_nearest_node"",""edge_u"":"""",""edge_v"":"""",""edge_type"":""real_live_edge"",""tau"":"""",""status"":""IDLE"",""hold_reason"":"""",""speed_mps"":0.0,""requested_straight_speed_mps"":"""",""power_W"":229,""battery"":66,""hold_remaining_s"":"""",""current_goal"":null,""path"":""[]"",""tms_action"":""no_real_goal"",""tms_conflict_count"":0,""emergency_hold"":false,""emergency_reason"":""clear"",""cost_source"":""runtime_gnn_pt:edge_cost_model.pt"",""trajectory_source"":""temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt"",""current_mA"":null,""cell_voltage_mV"":45526,""momentary_energy_Ws"":2293,""cumulative_energy_Wh"":26105.94140625,""signed_speed"":0.0,""abs_speed"":0.0,""heading"":-3.131723165512085,""plc_heading_deg"":356.8682768344879,""movement_heading_deg"":null,""heading_movement_diff_deg"":null,""reverse_flag"":false,""going_to_id"":0,""target_reached"":0,""brake_block"":false,""brake_release"":false,""position_confidence"":100,""nav_state"":2,""current_segment"":65535,""front_scanner_safety_clear"":null,""rear_scanner_safety_clear"":null,""front_scanner_warning_clear"":null,""rear_scanner_warning_clear"":null,""scanner_violation_flag"":false,""actual_speed_l"":null,""actual_speed_r"":null,""wheel_diff_live"":null,""encoder_freq_l"":null,""encoder_freq_r"":null,""series_run_id"":"""",""series_leg_start_node"":null,""series_leg_goal_node"":null,""series_leg_route"":""[]"",""series_leg_pred_time_s"":"""",""series_leg_pred_energy_j"":"""",""series_leg_distance_m"":""""}"
2026-07-10 10:12:27,1783671147.1097999,real,agent_live_trajectory_log.csv,agent_live_trajectory_log_v145,,,,REAL,physical,,,IDLE,,clear,,,,,,[],[],,,,real_live_edge,,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,,,[],,,,-4.532611846923828,1.4412424564361572,5,0.0028923074437648896,True,real_opc_xy_nearest_node,,,0.0,0.0,0.0,,,,66,66.0,229,,45529,2293,26207.34375,-3.131723165512085,356.8682768344879,,,False,0,0,False,False,100,2,65535,,,,,False,,,,,,,,,,,IDLE,no_real_goal,0,no_real_goal,0,,False,clear,,,,,,,,,,,,normal_network,normal,0.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,,,,,"{""local_time"":""2026-07-10 10:12:27"",""tick_ts"":1783671147.1097999,""tick_ms"":1783671147109,""run_id"":"""",""agent_id"":""REAL"",""agent_type"":""physical"",""x"":-4.532611846923828,""y"":1.4412424564361572,""snap_node"":5,""snap_dist"":0.0028923074437648896,""snap_ok"":true,""node_source"":""real_opc_xy_nearest_node"",""edge_u"":"""",""edge_v"":"""",""edge_type"":""real_live_edge"",""tau"":"""",""status"":""IDLE"",""hold_reason"":"""",""speed_mps"":0.0,""requested_straight_speed_mps"":"""",""power_W"":229,""battery"":66,""hold_remaining_s"":"""",""current_goal"":null,""path"":""[]"",""tms_action"":""no_real_goal"",""tms_conflict_count"":0,""emergency_hold"":false,""emergency_reason"":""clear"",""cost_source"":""runtime_gnn_pt:edge_cost_model.pt"",""trajectory_source"":""temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt"",""current_mA"":null,""cell_voltage_mV"":45529,""momentary_energy_Ws"":2293,""cumulative_energy_Wh"":26207.34375,""signed_speed"":0.0,""abs_speed"":0.0,""heading"":-3.131723165512085,""plc_heading_deg"":356.8682768344879,""movement_heading_deg"":null,""heading_movement_diff_deg"":null,""reverse_flag"":false,""going_to_id"":0,""target_reached"":0,""brake_block"":false,""brake_release"":false,""position_confidence"":100,""nav_state"":2,""current_segment"":65535,""front_scanner_safety_clear"":null,""rear_scanner_safety_clear"":null,""front_scanner_warning_clear"":null,""rear_scanner_warning_clear"":null,""scanner_violation_flag"":false,""actual_speed_l"":null,""actual_speed_r"":null,""wheel_diff_live"":null,""encoder_freq_l"":null,""encoder_freq_r"":null,""series_run_id"":"""",""series_leg_start_node"":null,""series_leg_goal_node"":null,""series_leg_route"":""[]"",""series_leg_pred_time_s"":"""",""series_leg_pred_energy_j"":"""",""series_leg_distance_m"":""""}"
2026-07-10 10:12:28,1783671148.890511,real,agent_live_trajectory_log.csv,agent_live_trajectory_log_v145,,,,REAL,physical,,,IDLE,,clear,,,,,,[],[],,,,real_live_edge,,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,,,[],,,,-4.532611846923828,1.4425424337387085,5,0.0036449572931973664,True,real_opc_xy_nearest_node,,,0.0,0.0,0.0,,,,66,66.0,229,,45526,2293,26309.298828125,-3.131723165512085,356.8682768344879,,,False,0,0,False,False,100,2,65535,,,,,False,,,,,,,,,,,IDLE,no_real_goal,0,no_real_goal,0,,False,clear,,,,,,,,,,,,normal_network,normal,0.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,,,,,"{""local_time"":""2026-07-10 10:12:28"",""tick_ts"":1783671148.890511,""tick_ms"":1783671148890,""run_id"":"""",""agent_id"":""REAL"",""agent_type"":""physical"",""x"":-4.532611846923828,""y"":1.4425424337387085,""snap_node"":5,""snap_dist"":0.0036449572931973664,""snap_ok"":true,""node_source"":""real_opc_xy_nearest_node"",""edge_u"":"""",""edge_v"":"""",""edge_type"":""real_live_edge"",""tau"":"""",""status"":""IDLE"",""hold_reason"":"""",""speed_mps"":0.0,""requested_straight_speed_mps"":"""",""power_W"":229,""battery"":66,""hold_remaining_s"":"""",""current_goal"":null,""path"":""[]"",""tms_action"":""no_real_goal"",""tms_conflict_count"":0,""emergency_hold"":false,""emergency_reason"":""clear"",""cost_source"":""runtime_gnn_pt:edge_cost_model.pt"",""trajectory_source"":""temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt"",""current_mA"":null,""cell_voltage_mV"":45526,""momentary_energy_Ws"":2293,""cumulative_energy_Wh"":26309.298828125,""signed_speed"":0.0,""abs_speed"":0.0,""heading"":-3.131723165512085,""plc_heading_deg"":356.8682768344879,""movement_heading_deg"":null,""heading_movement_diff_deg"":null,""reverse_flag"":false,""going_to_id"":0,""target_reached"":0,""brake_block"":false,""brake_release"":false,""position_confidence"":100,""nav_state"":2,""current_segment"":65535,""front_scanner_safety_clear"":null,""rear_scanner_safety_clear"":null,""front_scanner_warning_clear"":null,""rear_scanner_warning_clear"":null,""scanner_violation_flag"":false,""actual_speed_l"":null,""actual_speed_r"":null,""wheel_diff_live"":null,""encoder_freq_l"":null,""encoder_freq_r"":null,""series_run_id"":"""",""series_leg_start_node"":null,""series_leg_goal_node"":null,""series_leg_route"":""[]"",""series_leg_pred_time_s"":"""",""series_leg_pred_energy_j"":"""",""series_leg_distance_m"":""""}"
2026-07-10 10:12:31,1783671151.127536,real,agent_live_trajectory_log.csv,agent_live_trajectory_log_v145,,,,REAL,physical,,,IDLE,,clear,,,,,,[],[],,,,real_live_edge,,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,,,[],,,,-4.532611846923828,1.4425424337387085,5,0.0036449572931973664,True,real_opc_xy_nearest_node,,,0.0,0.0,0.0,,,,66,66.0,229,,45526,2293,26445.01953125,-3.131723165512085,356.8682768344879,,,False,0,0,False,False,100,2,65535,,,,,False,,,,,,,,,,,IDLE,no_real_goal,0,no_real_goal,0,,False,clear,,,,,,,,,,,,normal_network,normal,0.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,,,,,"{""local_time"":""2026-07-10 10:12:31"",""tick_ts"":1783671151.127536,""tick_ms"":1783671151127,""run_id"":"""",""agent_id"":""REAL"",""agent_type"":""physical"",""x"":-4.532611846923828,""y"":1.4425424337387085,""snap_node"":5,""snap_dist"":0.0036449572931973664,""snap_ok"":true,""node_source"":""real_opc_xy_nearest_node"",""edge_u"":"""",""edge_v"":"""",""edge_type"":""real_live_edge"",""tau"":"""",""status"":""IDLE"",""hold_reason"":"""",""speed_mps"":0.0,""requested_straight_speed_mps"":"""",""power_W"":229,""battery"":66,""hold_remaining_s"":"""",""current_goal"":null,""path"":""[]"",""tms_action"":""no_real_goal"",""tms_conflict_count"":0,""emergency_hold"":false,""emergency_reason"":""clear"",""cost_source"":""runtime_gnn_pt:edge_cost_model.pt"",""trajectory_source"":""temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt"",""current_mA"":null,""cell_voltage_mV"":45526,""momentary_energy_Ws"":2293,""cumulative_energy_Wh"":26445.01953125,""signed_speed"":0.0,""abs_speed"":0.0,""heading"":-3.131723165512085,""plc_heading_deg"":356.8682768344879,""movement_heading_deg"":null,""heading_movement_diff_deg"":null,""reverse_flag"":false,""going_to_id"":0,""target_reached"":0,""brake_block"":false,""brake_release"":false,""position_confidence"":100,""nav_state"":2,""current_segment"":65535,""front_scanner_safety_clear"":null,""rear_scanner_safety_clear"":null,""front_scanner_warning_clear"":null,""rear_scanner_warning_clear"":null,""scanner_violation_flag"":false,""actual_speed_l"":null,""actual_speed_r"":null,""wheel_diff_live"":null,""encoder_freq_l"":null,""encoder_freq_r"":null,""series_run_id"":"""",""series_leg_start_node"":null,""series_leg_goal_node"":null,""series_leg_route"":""[]"",""series_leg_pred_time_s"":"""",""series_leg_pred_energy_j"":"""",""series_leg_distance_m"":""""}"
2026-07-10 10:12:34,1783671154.130591,real,agent_live_trajectory_log.csv,agent_live_trajectory_log_v145,,,,REAL,physical,,,IDLE,,clear,,,,,,[],[],,,,real_live_edge,,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,,,[],,,,-4.532611846923828,1.4425424337387085,5,0.0036449572931973664,True,real_opc_xy_nearest_node,,,0.0,0.0,0.0,,,,66,66.0,229,,45535,2294,26648.9453125,-3.131723165512085,356.8682768344879,,,False,0,0,False,False,100,2,65535,,,,,False,,,,,,,,,,,IDLE,no_real_goal,0,no_real_goal,0,,False,clear,,,,,,,,,,,,normal_network,normal,0.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,,,,,"{""local_time"":""2026-07-10 10:12:34"",""tick_ts"":1783671154.130591,""tick_ms"":1783671154130,""run_id"":"""",""agent_id"":""REAL"",""agent_type"":""physical"",""x"":-4.532611846923828,""y"":1.4425424337387085,""snap_node"":5,""snap_dist"":0.0036449572931973664,""snap_ok"":true,""node_source"":""real_opc_xy_nearest_node"",""edge_u"":"""",""edge_v"":"""",""edge_type"":""real_live_edge"",""tau"":"""",""status"":""IDLE"",""hold_reason"":"""",""speed_mps"":0.0,""requested_straight_speed_mps"":"""",""power_W"":229,""battery"":66,""hold_remaining_s"":"""",""current_goal"":null,""path"":""[]"",""tms_action"":""no_real_goal"",""tms_conflict_count"":0,""emergency_hold"":false,""emergency_reason"":""clear"",""cost_source"":""runtime_gnn_pt:edge_cost_model.pt"",""trajectory_source"":""temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt"",""current_mA"":null,""cell_voltage_mV"":45535,""momentary_energy_Ws"":2294,""cumulative_energy_Wh"":26648.9453125,""signed_speed"":0.0,""abs_speed"":0.0,""heading"":-3.131723165512085,""plc_heading_deg"":356.8682768344879,""movement_heading_deg"":null,""heading_movement_diff_deg"":null,""reverse_flag"":false,""going_to_id"":0,""target_reached"":0,""brake_block"":false,""brake_release"":false,""position_confidence"":100,""nav_state"":2,""current_segment"":65535,""front_scanner_safety_clear"":null,""rear_scanner_safety_clear"":null,""front_scanner_warning_clear"":null,""rear_scanner_warning_clear"":null,""scanner_violation_flag"":false,""actual_speed_l"":null,""actual_speed_r"":null,""wheel_diff_live"":null,""encoder_freq_l"":null,""encoder_freq_r"":null,""series_run_id"":"""",""series_leg_start_node"":null,""series_leg_goal_node"":null,""series_leg_route"":""[]"",""series_leg_pred_time_s"":"""",""series_leg_pred_energy_j"":"""",""series_leg_distance_m"":""""}"
2026-07-10 10:12:35,1783671155.907264,real,agent_live_trajectory_log.csv,agent_live_trajectory_log_v145,,,,REAL,physical,,,IDLE,,clear,,,,,,[],[],,,,real_live_edge,,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,,,[],,,,-4.532611846923828,1.439942479133606,5,0.0026124802398448596,True,real_opc_xy_nearest_node,,,0.0,0.0,0.0,,,,66,66.0,229,,45526,2293,26750.9921875,-3.131723165512085,356.8682768344879,,,False,0,0,False,False,100,2,65535,,,,,False,,,,,,,,,,,IDLE,no_real_goal,0,no_real_goal,0,,False,clear,,,,,,,,,,,,normal_network,normal,0.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,,,,,"{""local_time"":""2026-07-10 10:12:35"",""tick_ts"":1783671155.907264,""tick_ms"":1783671155907,""run_id"":"""",""agent_id"":""REAL"",""agent_type"":""physical"",""x"":-4.532611846923828,""y"":1.439942479133606,""snap_node"":5,""snap_dist"":0.0026124802398448596,""snap_ok"":true,""node_source"":""real_opc_xy_nearest_node"",""edge_u"":"""",""edge_v"":"""",""edge_type"":""real_live_edge"",""tau"":"""",""status"":""IDLE"",""hold_reason"":"""",""speed_mps"":0.0,""requested_straight_speed_mps"":"""",""power_W"":229,""battery"":66,""hold_remaining_s"":"""",""current_goal"":null,""path"":""[]"",""tms_action"":""no_real_goal"",""tms_conflict_count"":0,""emergency_hold"":false,""emergency_reason"":""clear"",""cost_source"":""runtime_gnn_pt:edge_cost_model.pt"",""trajectory_source"":""temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt"",""current_mA"":null,""cell_voltage_mV"":45526,""momentary_energy_Ws"":2293,""cumulative_energy_Wh"":26750.9921875,""signed_speed"":0.0,""abs_speed"":0.0,""heading"":-3.131723165512085,""plc_heading_deg"":356.8682768344879,""movement_heading_deg"":null,""heading_movement_diff_deg"":null,""reverse_flag"":false,""going_to_id"":0,""target_reached"":0,""brake_block"":false,""brake_release"":false,""position_confidence"":100,""nav_state"":2,""current_segment"":65535,""front_scanner_safety_clear"":null,""rear_scanner_safety_clear"":null,""front_scanner_warning_clear"":null,""rear_scanner_warning_clear"":null,""scanner_violation_flag"":false,""actual_speed_l"":null,""actual_speed_r"":null,""wheel_diff_live"":null,""encoder_freq_l"":null,""encoder_freq_r"":null,""series_run_id"":"""",""series_leg_start_node"":null,""series_leg_goal_node"":null,""series_leg_route"":""[]"",""series_leg_pred_time_s"":"""",""series_leg_pred_energy_j"":"""",""series_leg_distance_m"":""""}"
2026-07-10 10:12:37,1783671157.828927,real,agent_live_trajectory_log.csv,agent_live_trajectory_log_v145,,,,REAL,physical,,,IDLE,,clear,,,,,,[],[],,,,real_live_edge,,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,,,[],,,,-4.532611846923828,1.4425424337387085,5,0.0036449572931973664,True,real_opc_xy_nearest_node,,,0.0,0.0,0.0,,,,66,66.0,229,,45526,2293,26886.810546875,-3.131723165512085,356.8682768344879,,,False,0,0,False,False,100,2,65535,,,,,False,,,,,,,,,,,IDLE,no_real_goal,0,no_real_goal,0,,False,clear,,,,,,,,,,,,normal_network,normal,0.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,,,,,"{""local_time"":""2026-07-10 10:12:37"",""tick_ts"":1783671157.828927,""tick_ms"":1783671157828,""run_id"":"""",""agent_id"":""REAL"",""agent_type"":""physical"",""x"":-4.532611846923828,""y"":1.4425424337387085,""snap_node"":5,""snap_dist"":0.0036449572931973664,""snap_ok"":true,""node_source"":""real_opc_xy_nearest_node"",""edge_u"":"""",""edge_v"":"""",""edge_type"":""real_live_edge"",""tau"":"""",""status"":""IDLE"",""hold_reason"":"""",""speed_mps"":0.0,""requested_straight_speed_mps"":"""",""power_W"":229,""battery"":66,""hold_remaining_s"":"""",""current_goal"":null,""path"":""[]"",""tms_action"":""no_real_goal"",""tms_conflict_count"":0,""emergency_hold"":false,""emergency_reason"":""clear"",""cost_source"":""runtime_gnn_pt:edge_cost_model.pt"",""trajectory_source"":""temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt"",""current_mA"":null,""cell_voltage_mV"":45526,""momentary_energy_Ws"":2293,""cumulative_energy_Wh"":26886.810546875,""signed_speed"":0.0,""abs_speed"":0.0,""heading"":-3.131723165512085,""plc_heading_deg"":356.8682768344879,""movement_heading_deg"":null,""heading_movement_diff_deg"":null,""reverse_flag"":false,""going_to_id"":0,""target_reached"":0,""brake_block"":false,""brake_release"":false,""position_confidence"":100,""nav_state"":2,""current_segment"":65535,""front_scanner_safety_clear"":null,""rear_scanner_safety_clear"":null,""front_scanner_warning_clear"":null,""rear_scanner_warning_clear"":null,""scanner_violation_flag"":false,""actual_speed_l"":null,""actual_speed_r"":null,""wheel_diff_live"":null,""encoder_freq_l"":null,""encoder_freq_r"":null,""series_run_id"":"""",""series_leg_start_node"":null,""series_leg_goal_node"":null,""series_leg_route"":""[]"",""series_leg_pred_time_s"":"""",""series_leg_pred_energy_j"":"""",""series_leg_distance_m"":""""}"
2026-07-10 10:12:39,1783671159.671157,real,agent_live_trajectory_log.csv,agent_live_trajectory_log_v145,,,,REAL,physical,,,IDLE,,clear,,,,,,[],[],,,,real_live_edge,,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,,,[],,,,-4.532611846923828,1.4425424337387085,5,0.0036449572931973664,True,real_opc_xy_nearest_node,,,0.0,0.0,0.0,,,,66,66.0,229,,45526,2293,26988.166015625,-3.131723165512085,356.8682768344879,,,False,0,0,False,False,100,2,65535,,,,,False,,,,,,,,,,,IDLE,no_real_goal,0,no_real_goal,0,,False,clear,,,,,,,,,,,,normal_network,normal,0.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,,,,,"{""local_time"":""2026-07-10 10:12:39"",""tick_ts"":1783671159.671157,""tick_ms"":1783671159671,""run_id"":"""",""agent_id"":""REAL"",""agent_type"":""physical"",""x"":-4.532611846923828,""y"":1.4425424337387085,""snap_node"":5,""snap_dist"":0.0036449572931973664,""snap_ok"":true,""node_source"":""real_opc_xy_nearest_node"",""edge_u"":"""",""edge_v"":"""",""edge_type"":""real_live_edge"",""tau"":"""",""status"":""IDLE"",""hold_reason"":"""",""speed_mps"":0.0,""requested_straight_speed_mps"":"""",""power_W"":229,""battery"":66,""hold_remaining_s"":"""",""current_goal"":null,""path"":""[]"",""tms_action"":""no_real_goal"",""tms_conflict_count"":0,""emergency_hold"":false,""emergency_reason"":""clear"",""cost_source"":""runtime_gnn_pt:edge_cost_model.pt"",""trajectory_source"":""temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt"",""current_mA"":null,""cell_voltage_mV"":45526,""momentary_energy_Ws"":2293,""cumulative_energy_Wh"":26988.166015625,""signed_speed"":0.0,""abs_speed"":0.0,""heading"":-3.131723165512085,""plc_heading_deg"":356.8682768344879,""movement_heading_deg"":null,""heading_movement_diff_deg"":null,""reverse_flag"":false,""going_to_id"":0,""target_reached"":0,""brake_block"":false,""brake_release"":false,""position_confidence"":100,""nav_state"":2,""current_segment"":65535,""front_scanner_safety_clear"":null,""rear_scanner_safety_clear"":null,""front_scanner_warning_clear"":null,""rear_scanner_warning_clear"":null,""scanner_violation_flag"":false,""actual_speed_l"":null,""actual_speed_r"":null,""wheel_diff_live"":null,""encoder_freq_l"":null,""encoder_freq_r"":null,""series_run_id"":"""",""series_leg_start_node"":null,""series_leg_goal_node"":null,""series_leg_route"":""[]"",""series_leg_pred_time_s"":"""",""series_leg_pred_energy_j"":"""",""series_leg_distance_m"":""""}"
