local_time,ts,category,source_log,event,run_id,series_run_id,task_id,agent,agent_type,action,command,status,ok,reason,winner,loser,priority,goal,current_goal,route,path,edge,u,v,edge_type,tau,cost_source,trajectory_source,series_leg_start_node,series_leg_goal_node,series_leg_route,series_leg_pred_time_s,series_leg_pred_energy_j,series_leg_distance_m,x,y,snap_node,snap_dist,snap_ok,node_source,prev_snap_node,last_live_edge,speed_mps,signed_speed,abs_speed,requested_straight_speed_mps,requested_corner_speed_mps,distance_m,battery,battery_percent,power_W,current_mA,cell_voltage_mV,momentary_energy_Ws,cumulative_energy_Wh,heading,plc_heading_deg,movement_heading_deg,heading_movement_diff_deg,reverse_flag,going_to_id,target_reached,brake_block,brake_release,position_confidence,nav_state,current_segment,front_scanner_safety_clear,rear_scanner_safety_clear,front_scanner_warning_clear,rear_scanner_warning_clear,scanner_violation_flag,actual_speed_l,actual_speed_r,wheel_diff_live,encoder_freq_l,encoder_freq_r,hold_reason,hold_remaining_s,series_index,series_active,series_loop,series_status,tms_action,tms_conflict_count,tms_runtime_action,tms_runtime_conflict_count,predicted_conflict_count,emergency_hold,emergency_reason,block_guard_active,block_guard_reason,op_live_min_m,op_route_min_m,op_motion_min_m,op_risk_edge,op_radius_m,sim_radius_m,operator_inside_radius,brake_event_label,conflict_label,details_json
2026-06-22 15:06:38,1782133598.9687839,real,agent_live_trajectory_log.csv,agent_live_trajectory_log_v145,,,,REAL,physical,,,IDLE,,clear,,,,,,[],[],29->5,29,5,real_live_edge,,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,,,[],,,,-4.532994270324707,1.4383410215377808,5,0.003423136619465661,True,real_opc_xy_nearest_node,,,0.0,0.0,0.0,,,,59,59.0,228,,43974,2273,37348.36328125,0.02428416721522808,0.02428416721522808,178.61441854720897,178.59013437999374,False,5,1,False,True,99,2,261,,,,,False,,,,,,,,,,,IDLE,no_real_goal,0,no_real_goal,0,,False,clear,,,,,,,,,,,,"{""local_time"":""2026-06-22 15:06:38"",""tick_ts"":1782133598.9687839,""tick_ms"":1782133598968,""run_id"":"""",""agent_id"":""REAL"",""agent_type"":""physical"",""x"":-4.532994270324707,""y"":1.4383410215377808,""snap_node"":5,""snap_dist"":0.003423136619465661,""snap_ok"":true,""node_source"":""real_opc_xy_nearest_node"",""edge_u"":29,""edge_v"":5,""edge_type"":""real_live_edge"",""tau"":"""",""status"":""IDLE"",""hold_reason"":"""",""speed_mps"":0.0,""requested_straight_speed_mps"":"""",""power_W"":228,""battery"":59,""hold_remaining_s"":"""",""current_goal"":null,""path"":""[]"",""tms_action"":""no_real_goal"",""tms_conflict_count"":0,""emergency_hold"":false,""emergency_reason"":""clear"",""cost_source"":""runtime_gnn_pt:edge_cost_model.pt"",""trajectory_source"":""temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt"",""current_mA"":null,""cell_voltage_mV"":43974,""momentary_energy_Ws"":2273,""cumulative_energy_Wh"":37348.36328125,""signed_speed"":0.0,""abs_speed"":0.0,""heading"":0.02428416721522808,""plc_heading_deg"":0.02428416721522808,""movement_heading_deg"":178.61441854720897,""heading_movement_diff_deg"":178.59013437999374,""reverse_flag"":false,""going_to_id"":5,""target_reached"":1,""brake_block"":false,""brake_release"":true,""position_confidence"":99,""nav_state"":2,""current_segment"":261,""front_scanner_safety_clear"":null,""rear_scanner_safety_clear"":null,""front_scanner_warning_clear"":null,""rear_scanner_warning_clear"":null,""scanner_violation_flag"":false,""actual_speed_l"":null,""actual_speed_r"":null,""wheel_diff_live"":null,""encoder_freq_l"":null,""encoder_freq_r"":null,""series_run_id"":"""",""series_leg_start_node"":null,""series_leg_goal_node"":null,""series_leg_route"":""[]"",""series_leg_pred_time_s"":"""",""series_leg_pred_energy_j"":"""",""series_leg_distance_m"":""""}"
2026-06-22 15:06:41,1782133601.407052,real,agent_live_trajectory_log.csv,agent_live_trajectory_log_v145,,,,REAL,physical,,,IDLE,,clear,,,,,,[],[],29->5,29,5,real_live_edge,,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,,,[],,,,-4.532994270324707,1.4383410215377808,5,0.003423136619465661,True,real_opc_xy_nearest_node,,,0.0,0.0,0.0,,,,59,59.0,228,,43978,2280,37483.76953125,0.02428416721522808,0.02428416721522808,178.61441854720897,178.59013437999374,False,5,1,False,True,98,2,261,,,,,False,,,,,,,,,,,IDLE,no_real_goal,0,no_real_goal,0,,False,clear,,,,,,,,,,,,"{""local_time"":""2026-06-22 15:06:41"",""tick_ts"":1782133601.407052,""tick_ms"":1782133601407,""run_id"":"""",""agent_id"":""REAL"",""agent_type"":""physical"",""x"":-4.532994270324707,""y"":1.4383410215377808,""snap_node"":5,""snap_dist"":0.003423136619465661,""snap_ok"":true,""node_source"":""real_opc_xy_nearest_node"",""edge_u"":29,""edge_v"":5,""edge_type"":""real_live_edge"",""tau"":"""",""status"":""IDLE"",""hold_reason"":"""",""speed_mps"":0.0,""requested_straight_speed_mps"":"""",""power_W"":228,""battery"":59,""hold_remaining_s"":"""",""current_goal"":null,""path"":""[]"",""tms_action"":""no_real_goal"",""tms_conflict_count"":0,""emergency_hold"":false,""emergency_reason"":""clear"",""cost_source"":""runtime_gnn_pt:edge_cost_model.pt"",""trajectory_source"":""temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt"",""current_mA"":null,""cell_voltage_mV"":43978,""momentary_energy_Ws"":2280,""cumulative_energy_Wh"":37483.76953125,""signed_speed"":0.0,""abs_speed"":0.0,""heading"":0.02428416721522808,""plc_heading_deg"":0.02428416721522808,""movement_heading_deg"":178.61441854720897,""heading_movement_diff_deg"":178.59013437999374,""reverse_flag"":false,""going_to_id"":5,""target_reached"":1,""brake_block"":false,""brake_release"":true,""position_confidence"":98,""nav_state"":2,""current_segment"":261,""front_scanner_safety_clear"":null,""rear_scanner_safety_clear"":null,""front_scanner_warning_clear"":null,""rear_scanner_warning_clear"":null,""scanner_violation_flag"":false,""actual_speed_l"":null,""actual_speed_r"":null,""wheel_diff_live"":null,""encoder_freq_l"":null,""encoder_freq_r"":null,""series_run_id"":"""",""series_leg_start_node"":null,""series_leg_goal_node"":null,""series_leg_route"":""[]"",""series_leg_pred_time_s"":"""",""series_leg_pred_energy_j"":"""",""series_leg_distance_m"":""""}"
2026-06-22 15:06:43,1782133603.7048142,real,agent_live_trajectory_log.csv,agent_live_trajectory_log_v145,,,,REAL,physical,,,IDLE,,clear,,,,,,[],[],29->5,29,5,real_live_edge,,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,,,[],,,,-4.532994270324707,1.4383410215377808,5,0.003423136619465661,True,real_opc_xy_nearest_node,,,0.0,0.0,0.0,,,,59,59.0,228,,43978,2276,37653.234375,0.02428416721522808,0.02428416721522808,178.61441854720897,178.59013437999374,False,5,1,False,True,99,2,261,,,,,False,,,,,,,,,,,IDLE,no_real_goal,0,no_real_goal,0,,False,clear,,,,,,,,,,,,"{""local_time"":""2026-06-22 15:06:43"",""tick_ts"":1782133603.7048142,""tick_ms"":1782133603704,""run_id"":"""",""agent_id"":""REAL"",""agent_type"":""physical"",""x"":-4.532994270324707,""y"":1.4383410215377808,""snap_node"":5,""snap_dist"":0.003423136619465661,""snap_ok"":true,""node_source"":""real_opc_xy_nearest_node"",""edge_u"":29,""edge_v"":5,""edge_type"":""real_live_edge"",""tau"":"""",""status"":""IDLE"",""hold_reason"":"""",""speed_mps"":0.0,""requested_straight_speed_mps"":"""",""power_W"":228,""battery"":59,""hold_remaining_s"":"""",""current_goal"":null,""path"":""[]"",""tms_action"":""no_real_goal"",""tms_conflict_count"":0,""emergency_hold"":false,""emergency_reason"":""clear"",""cost_source"":""runtime_gnn_pt:edge_cost_model.pt"",""trajectory_source"":""temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt"",""current_mA"":null,""cell_voltage_mV"":43978,""momentary_energy_Ws"":2276,""cumulative_energy_Wh"":37653.234375,""signed_speed"":0.0,""abs_speed"":0.0,""heading"":0.02428416721522808,""plc_heading_deg"":0.02428416721522808,""movement_heading_deg"":178.61441854720897,""heading_movement_diff_deg"":178.59013437999374,""reverse_flag"":false,""going_to_id"":5,""target_reached"":1,""brake_block"":false,""brake_release"":true,""position_confidence"":99,""nav_state"":2,""current_segment"":261,""front_scanner_safety_clear"":null,""rear_scanner_safety_clear"":null,""front_scanner_warning_clear"":null,""rear_scanner_warning_clear"":null,""scanner_violation_flag"":false,""actual_speed_l"":null,""actual_speed_r"":null,""wheel_diff_live"":null,""encoder_freq_l"":null,""encoder_freq_r"":null,""series_run_id"":"""",""series_leg_start_node"":null,""series_leg_goal_node"":null,""series_leg_route"":""[]"",""series_leg_pred_time_s"":"""",""series_leg_pred_energy_j"":"""",""series_leg_distance_m"":""""}"
2026-06-22 15:06:45,1782133605.937978,real,agent_live_trajectory_log.csv,agent_live_trajectory_log_v145,,,,REAL,physical,,,IDLE,,clear,,,,,,[],[],29->5,29,5,real_live_edge,,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,,,[],,,,-4.532994270324707,1.4409409761428833,5,0.0031386447519423564,True,real_opc_xy_nearest_node,,,0.0,0.0,0.0,,,,59,59.0,228,,43978,2274,37787.38671875,0.02428416721522808,0.02428416721522808,178.61441854720897,178.59013437999374,False,5,1,False,True,99,2,261,,,,,False,,,,,,,,,,,IDLE,no_real_goal,0,no_real_goal,0,,False,clear,,,,,,,,,,,,"{""local_time"":""2026-06-22 15:06:45"",""tick_ts"":1782133605.937978,""tick_ms"":1782133605937,""run_id"":"""",""agent_id"":""REAL"",""agent_type"":""physical"",""x"":-4.532994270324707,""y"":1.4409409761428833,""snap_node"":5,""snap_dist"":0.0031386447519423564,""snap_ok"":true,""node_source"":""real_opc_xy_nearest_node"",""edge_u"":29,""edge_v"":5,""edge_type"":""real_live_edge"",""tau"":"""",""status"":""IDLE"",""hold_reason"":"""",""speed_mps"":0.0,""requested_straight_speed_mps"":"""",""power_W"":228,""battery"":59,""hold_remaining_s"":"""",""current_goal"":null,""path"":""[]"",""tms_action"":""no_real_goal"",""tms_conflict_count"":0,""emergency_hold"":false,""emergency_reason"":""clear"",""cost_source"":""runtime_gnn_pt:edge_cost_model.pt"",""trajectory_source"":""temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt"",""current_mA"":null,""cell_voltage_mV"":43978,""momentary_energy_Ws"":2274,""cumulative_energy_Wh"":37787.38671875,""signed_speed"":0.0,""abs_speed"":0.0,""heading"":0.02428416721522808,""plc_heading_deg"":0.02428416721522808,""movement_heading_deg"":178.61441854720897,""heading_movement_diff_deg"":178.59013437999374,""reverse_flag"":false,""going_to_id"":5,""target_reached"":1,""brake_block"":false,""brake_release"":true,""position_confidence"":99,""nav_state"":2,""current_segment"":261,""front_scanner_safety_clear"":null,""rear_scanner_safety_clear"":null,""front_scanner_warning_clear"":null,""rear_scanner_warning_clear"":null,""scanner_violation_flag"":false,""actual_speed_l"":null,""actual_speed_r"":null,""wheel_diff_live"":null,""encoder_freq_l"":null,""encoder_freq_r"":null,""series_run_id"":"""",""series_leg_start_node"":null,""series_leg_goal_node"":null,""series_leg_route"":""[]"",""series_leg_pred_time_s"":"""",""series_leg_pred_energy_j"":"""",""series_leg_distance_m"":""""}"
2026-06-22 15:06:48,1782133608.094124,real,agent_live_trajectory_log.csv,agent_live_trajectory_log_v145,,,,REAL,physical,,,IDLE,,clear,,,,,,[],[],29->5,29,5,real_live_edge,,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,,,[],,,,-4.532994270324707,1.4383410215377808,5,0.003423136619465661,True,real_opc_xy_nearest_node,,,0.0,0.0,0.0,,,,59,59.0,228,,43943,2280,37922.78125,0.02428416721522808,0.02428416721522808,178.61441854720897,178.59013437999374,False,5,1,False,True,99,2,261,,,,,False,,,,,,,,,,,IDLE,no_real_goal,0,no_real_goal,0,,False,clear,,,,,,,,,,,,"{""local_time"":""2026-06-22 15:06:48"",""tick_ts"":1782133608.094124,""tick_ms"":1782133608094,""run_id"":"""",""agent_id"":""REAL"",""agent_type"":""physical"",""x"":-4.532994270324707,""y"":1.4383410215377808,""snap_node"":5,""snap_dist"":0.003423136619465661,""snap_ok"":true,""node_source"":""real_opc_xy_nearest_node"",""edge_u"":29,""edge_v"":5,""edge_type"":""real_live_edge"",""tau"":"""",""status"":""IDLE"",""hold_reason"":"""",""speed_mps"":0.0,""requested_straight_speed_mps"":"""",""power_W"":228,""battery"":59,""hold_remaining_s"":"""",""current_goal"":null,""path"":""[]"",""tms_action"":""no_real_goal"",""tms_conflict_count"":0,""emergency_hold"":false,""emergency_reason"":""clear"",""cost_source"":""runtime_gnn_pt:edge_cost_model.pt"",""trajectory_source"":""temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt"",""current_mA"":null,""cell_voltage_mV"":43943,""momentary_energy_Ws"":2280,""cumulative_energy_Wh"":37922.78125,""signed_speed"":0.0,""abs_speed"":0.0,""heading"":0.02428416721522808,""plc_heading_deg"":0.02428416721522808,""movement_heading_deg"":178.61441854720897,""heading_movement_diff_deg"":178.59013437999374,""reverse_flag"":false,""going_to_id"":5,""target_reached"":1,""brake_block"":false,""brake_release"":true,""position_confidence"":99,""nav_state"":2,""current_segment"":261,""front_scanner_safety_clear"":null,""rear_scanner_safety_clear"":null,""front_scanner_warning_clear"":null,""rear_scanner_warning_clear"":null,""scanner_violation_flag"":false,""actual_speed_l"":null,""actual_speed_r"":null,""wheel_diff_live"":null,""encoder_freq_l"":null,""encoder_freq_r"":null,""series_run_id"":"""",""series_leg_start_node"":null,""series_leg_goal_node"":null,""series_leg_route"":""[]"",""series_leg_pred_time_s"":"""",""series_leg_pred_energy_j"":"""",""series_leg_distance_m"":""""}"
2026-06-22 15:06:49,1782133609.72909,real,agent_live_trajectory_log.csv,agent_live_trajectory_log_v145,,,,REAL,physical,,,IDLE,,clear,,,,,,[],[],29->5,29,5,real_live_edge,,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,,,[],,,,-4.532994270324707,1.4383410215377808,5,0.003423136619465661,True,real_opc_xy_nearest_node,,,0.0,0.0,0.0,,,,59,59.0,228,,43943,2280,38024.03515625,0.02428416721522808,0.02428416721522808,178.61441854720897,178.59013437999374,False,5,1,False,True,98,2,261,,,,,False,,,,,,,,,,,IDLE,no_real_goal,0,no_real_goal,0,,False,clear,,,,,,,,,,,,"{""local_time"":""2026-06-22 15:06:49"",""tick_ts"":1782133609.72909,""tick_ms"":1782133609729,""run_id"":"""",""agent_id"":""REAL"",""agent_type"":""physical"",""x"":-4.532994270324707,""y"":1.4383410215377808,""snap_node"":5,""snap_dist"":0.003423136619465661,""snap_ok"":true,""node_source"":""real_opc_xy_nearest_node"",""edge_u"":29,""edge_v"":5,""edge_type"":""real_live_edge"",""tau"":"""",""status"":""IDLE"",""hold_reason"":"""",""speed_mps"":0.0,""requested_straight_speed_mps"":"""",""power_W"":228,""battery"":59,""hold_remaining_s"":"""",""current_goal"":null,""path"":""[]"",""tms_action"":""no_real_goal"",""tms_conflict_count"":0,""emergency_hold"":false,""emergency_reason"":""clear"",""cost_source"":""runtime_gnn_pt:edge_cost_model.pt"",""trajectory_source"":""temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt"",""current_mA"":null,""cell_voltage_mV"":43943,""momentary_energy_Ws"":2280,""cumulative_energy_Wh"":38024.03515625,""signed_speed"":0.0,""abs_speed"":0.0,""heading"":0.02428416721522808,""plc_heading_deg"":0.02428416721522808,""movement_heading_deg"":178.61441854720897,""heading_movement_diff_deg"":178.59013437999374,""reverse_flag"":false,""going_to_id"":5,""target_reached"":1,""brake_block"":false,""brake_release"":true,""position_confidence"":98,""nav_state"":2,""current_segment"":261,""front_scanner_safety_clear"":null,""rear_scanner_safety_clear"":null,""front_scanner_warning_clear"":null,""rear_scanner_warning_clear"":null,""scanner_violation_flag"":false,""actual_speed_l"":null,""actual_speed_r"":null,""wheel_diff_live"":null,""encoder_freq_l"":null,""encoder_freq_r"":null,""series_run_id"":"""",""series_leg_start_node"":null,""series_leg_goal_node"":null,""series_leg_route"":""[]"",""series_leg_pred_time_s"":"""",""series_leg_pred_energy_j"":"""",""series_leg_distance_m"":""""}"
2026-06-22 15:06:51,1782133611.795302,real,agent_live_trajectory_log.csv,agent_live_trajectory_log_v145,,,,REAL,physical,,,IDLE,,clear,,,,,,[],[],29->5,29,5,real_live_edge,,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,,,[],,,,-4.532994270324707,1.4383410215377808,5,0.003423136619465661,True,real_opc_xy_nearest_node,,,0.0,0.0,0.0,,,,59,59.0,228,,43976,2279,38159.3671875,0.02428416721522808,0.02428416721522808,178.61441854720897,178.59013437999374,False,5,1,False,True,99,2,261,,,,,False,,,,,,,,,,,IDLE,no_real_goal,0,no_real_goal,0,,False,clear,,,,,,,,,,,,"{""local_time"":""2026-06-22 15:06:51"",""tick_ts"":1782133611.795302,""tick_ms"":1782133611795,""run_id"":"""",""agent_id"":""REAL"",""agent_type"":""physical"",""x"":-4.532994270324707,""y"":1.4383410215377808,""snap_node"":5,""snap_dist"":0.003423136619465661,""snap_ok"":true,""node_source"":""real_opc_xy_nearest_node"",""edge_u"":29,""edge_v"":5,""edge_type"":""real_live_edge"",""tau"":"""",""status"":""IDLE"",""hold_reason"":"""",""speed_mps"":0.0,""requested_straight_speed_mps"":"""",""power_W"":228,""battery"":59,""hold_remaining_s"":"""",""current_goal"":null,""path"":""[]"",""tms_action"":""no_real_goal"",""tms_conflict_count"":0,""emergency_hold"":false,""emergency_reason"":""clear"",""cost_source"":""runtime_gnn_pt:edge_cost_model.pt"",""trajectory_source"":""temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt"",""current_mA"":null,""cell_voltage_mV"":43976,""momentary_energy_Ws"":2279,""cumulative_energy_Wh"":38159.3671875,""signed_speed"":0.0,""abs_speed"":0.0,""heading"":0.02428416721522808,""plc_heading_deg"":0.02428416721522808,""movement_heading_deg"":178.61441854720897,""heading_movement_diff_deg"":178.59013437999374,""reverse_flag"":false,""going_to_id"":5,""target_reached"":1,""brake_block"":false,""brake_release"":true,""position_confidence"":99,""nav_state"":2,""current_segment"":261,""front_scanner_safety_clear"":null,""rear_scanner_safety_clear"":null,""front_scanner_warning_clear"":null,""rear_scanner_warning_clear"":null,""scanner_violation_flag"":false,""actual_speed_l"":null,""actual_speed_r"":null,""wheel_diff_live"":null,""encoder_freq_l"":null,""encoder_freq_r"":null,""series_run_id"":"""",""series_leg_start_node"":null,""series_leg_goal_node"":null,""series_leg_route"":""[]"",""series_leg_pred_time_s"":"""",""series_leg_pred_energy_j"":"""",""series_leg_distance_m"":""""}"
2026-06-22 15:06:53,1782133613.786687,real,agent_live_trajectory_log.csv,agent_live_trajectory_log_v145,,,,REAL,physical,,,IDLE,,clear,,,,,,[],[],29->5,29,5,real_live_edge,,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,,,[],,,,-4.532994270324707,1.4383410215377808,5,0.003423136619465661,True,real_opc_xy_nearest_node,,,0.0,0.0,0.0,,,,59,59.0,228,,43950,2280,38294.06640625,0.02428416721522808,0.02428416721522808,178.61441854720897,178.59013437999374,False,5,1,False,True,99,2,261,,,,,False,,,,,,,,,,,IDLE,no_real_goal,0,no_real_goal,0,,False,clear,,,,,,,,,,,,"{""local_time"":""2026-06-22 15:06:53"",""tick_ts"":1782133613.786687,""tick_ms"":1782133613786,""run_id"":"""",""agent_id"":""REAL"",""agent_type"":""physical"",""x"":-4.532994270324707,""y"":1.4383410215377808,""snap_node"":5,""snap_dist"":0.003423136619465661,""snap_ok"":true,""node_source"":""real_opc_xy_nearest_node"",""edge_u"":29,""edge_v"":5,""edge_type"":""real_live_edge"",""tau"":"""",""status"":""IDLE"",""hold_reason"":"""",""speed_mps"":0.0,""requested_straight_speed_mps"":"""",""power_W"":228,""battery"":59,""hold_remaining_s"":"""",""current_goal"":null,""path"":""[]"",""tms_action"":""no_real_goal"",""tms_conflict_count"":0,""emergency_hold"":false,""emergency_reason"":""clear"",""cost_source"":""runtime_gnn_pt:edge_cost_model.pt"",""trajectory_source"":""temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt"",""current_mA"":null,""cell_voltage_mV"":43950,""momentary_energy_Ws"":2280,""cumulative_energy_Wh"":38294.06640625,""signed_speed"":0.0,""abs_speed"":0.0,""heading"":0.02428416721522808,""plc_heading_deg"":0.02428416721522808,""movement_heading_deg"":178.61441854720897,""heading_movement_diff_deg"":178.59013437999374,""reverse_flag"":false,""going_to_id"":5,""target_reached"":1,""brake_block"":false,""brake_release"":true,""position_confidence"":99,""nav_state"":2,""current_segment"":261,""front_scanner_safety_clear"":null,""rear_scanner_safety_clear"":null,""front_scanner_warning_clear"":null,""rear_scanner_warning_clear"":null,""scanner_violation_flag"":false,""actual_speed_l"":null,""actual_speed_r"":null,""wheel_diff_live"":null,""encoder_freq_l"":null,""encoder_freq_r"":null,""series_run_id"":"""",""series_leg_start_node"":null,""series_leg_goal_node"":null,""series_leg_route"":""[]"",""series_leg_pred_time_s"":"""",""series_leg_pred_energy_j"":"""",""series_leg_distance_m"":""""}"
2026-06-22 15:06:55,1782133615.935763,real,agent_live_trajectory_log.csv,agent_live_trajectory_log_v145,,,,REAL,physical,,,IDLE,,clear,,,,,,[],[],29->5,29,5,real_live_edge,,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,,,[],,,,-4.532994270324707,1.4383410215377808,5,0.003423136619465661,True,real_opc_xy_nearest_node,,,0.0,0.0,0.0,,,,59,59.0,228,,43978,2280,38429.4765625,0.02428416721522808,0.02428416721522808,178.61441854720897,178.59013437999374,False,5,1,False,True,99,2,261,,,,,False,,,,,,,,,,,IDLE,no_real_goal,0,no_real_goal,0,,False,clear,,,,,,,,,,,,"{""local_time"":""2026-06-22 15:06:55"",""tick_ts"":1782133615.935763,""tick_ms"":1782133615935,""run_id"":"""",""agent_id"":""REAL"",""agent_type"":""physical"",""x"":-4.532994270324707,""y"":1.4383410215377808,""snap_node"":5,""snap_dist"":0.003423136619465661,""snap_ok"":true,""node_source"":""real_opc_xy_nearest_node"",""edge_u"":29,""edge_v"":5,""edge_type"":""real_live_edge"",""tau"":"""",""status"":""IDLE"",""hold_reason"":"""",""speed_mps"":0.0,""requested_straight_speed_mps"":"""",""power_W"":228,""battery"":59,""hold_remaining_s"":"""",""current_goal"":null,""path"":""[]"",""tms_action"":""no_real_goal"",""tms_conflict_count"":0,""emergency_hold"":false,""emergency_reason"":""clear"",""cost_source"":""runtime_gnn_pt:edge_cost_model.pt"",""trajectory_source"":""temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt"",""current_mA"":null,""cell_voltage_mV"":43978,""momentary_energy_Ws"":2280,""cumulative_energy_Wh"":38429.4765625,""signed_speed"":0.0,""abs_speed"":0.0,""heading"":0.02428416721522808,""plc_heading_deg"":0.02428416721522808,""movement_heading_deg"":178.61441854720897,""heading_movement_diff_deg"":178.59013437999374,""reverse_flag"":false,""going_to_id"":5,""target_reached"":1,""brake_block"":false,""brake_release"":true,""position_confidence"":99,""nav_state"":2,""current_segment"":261,""front_scanner_safety_clear"":null,""rear_scanner_safety_clear"":null,""front_scanner_warning_clear"":null,""rear_scanner_warning_clear"":null,""scanner_violation_flag"":false,""actual_speed_l"":null,""actual_speed_r"":null,""wheel_diff_live"":null,""encoder_freq_l"":null,""encoder_freq_r"":null,""series_run_id"":"""",""series_leg_start_node"":null,""series_leg_goal_node"":null,""series_leg_route"":""[]"",""series_leg_pred_time_s"":"""",""series_leg_pred_energy_j"":"""",""series_leg_distance_m"":""""}"
2026-06-22 15:06:58,1782133618.6157491,real,agent_live_trajectory_log.csv,agent_live_trajectory_log_v145,,,,REAL,physical,,,IDLE,,clear,,,,,,[],[],29->5,29,5,real_live_edge,,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,,,[],,,,-4.532994270324707,1.4383410215377808,5,0.003423136619465661,True,real_opc_xy_nearest_node,,,0.0,0.0,0.0,,,,59,59.0,227,,43978,2275,38564.1640625,0.02428416721522808,0.02428416721522808,178.61441854720897,178.59013437999374,False,5,1,False,True,99,2,261,,,,,False,,,,,,,,,,,IDLE,no_real_goal,0,no_real_goal,0,,False,clear,,,,,,,,,,,,"{""local_time"":""2026-06-22 15:06:58"",""tick_ts"":1782133618.6157491,""tick_ms"":1782133618615,""run_id"":"""",""agent_id"":""REAL"",""agent_type"":""physical"",""x"":-4.532994270324707,""y"":1.4383410215377808,""snap_node"":5,""snap_dist"":0.003423136619465661,""snap_ok"":true,""node_source"":""real_opc_xy_nearest_node"",""edge_u"":29,""edge_v"":5,""edge_type"":""real_live_edge"",""tau"":"""",""status"":""IDLE"",""hold_reason"":"""",""speed_mps"":0.0,""requested_straight_speed_mps"":"""",""power_W"":227,""battery"":59,""hold_remaining_s"":"""",""current_goal"":null,""path"":""[]"",""tms_action"":""no_real_goal"",""tms_conflict_count"":0,""emergency_hold"":false,""emergency_reason"":""clear"",""cost_source"":""runtime_gnn_pt:edge_cost_model.pt"",""trajectory_source"":""temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt"",""current_mA"":null,""cell_voltage_mV"":43978,""momentary_energy_Ws"":2275,""cumulative_energy_Wh"":38564.1640625,""signed_speed"":0.0,""abs_speed"":0.0,""heading"":0.02428416721522808,""plc_heading_deg"":0.02428416721522808,""movement_heading_deg"":178.61441854720897,""heading_movement_diff_deg"":178.59013437999374,""reverse_flag"":false,""going_to_id"":5,""target_reached"":1,""brake_block"":false,""brake_release"":true,""position_confidence"":99,""nav_state"":2,""current_segment"":261,""front_scanner_safety_clear"":null,""rear_scanner_safety_clear"":null,""front_scanner_warning_clear"":null,""rear_scanner_warning_clear"":null,""scanner_violation_flag"":false,""actual_speed_l"":null,""actual_speed_r"":null,""wheel_diff_live"":null,""encoder_freq_l"":null,""encoder_freq_r"":null,""series_run_id"":"""",""series_leg_start_node"":null,""series_leg_goal_node"":null,""series_leg_route"":""[]"",""series_leg_pred_time_s"":"""",""series_leg_pred_energy_j"":"""",""series_leg_distance_m"":""""}"
